MJD	ANDICAM_K	ANDICAM_K_err	DECam_Y	DECam_Y_err	DECam_g	DECam_g_err	DECam_i	DECam_i_err	DECam_r	DECam_r_err	DECam_u	DECam_u_err	DECam_z	DECam_z_err	EFOSC2_U	EFOSC2_U_err	EFOSC2_V	EFOSC2_V_err	FLAMINGOS-2_H	FLAMINGOS-2_H_err	FLAMINGOS-2_J	FLAMINGOS-2_J_err	FLAMINGOS-2_Ks	FLAMINGOS-2_Ks_err	FORS2_B	FORS2_B_err	FORS2_I	FORS2_I_err	FORS2_R	FORS2_R_err	FORS2_V	FORS2_V_err	FourStar_H	FourStar_H_err	FourStar_J	FourStar_J_err	FourStar_J1	FourStar_J1_err	FourStar_Ks	FourStar_Ks_err	GFC_i	GFC_i_err	GFC_r	GFC_r_err	GFC_y	GFC_y_err	GFC_z	GFC_z_err	GMOS_g	GMOS_g_err	GMOS_i	GMOS_i_err	GMOS_r	GMOS_r_err	GMOS_z	GMOS_z_err	GROND_H	GROND_H_err	GROND_J	GROND_J_err	GROND_K	GROND_K_err	GROND_g	GROND_g_err	GROND_i	GROND_i_err	GROND_r	GROND_r_err	GROND_z	GROND_z_err	HAWKI_Ks	HAWKI_Ks_err	HSC_z	HSC_z_err	IMACS_i	IMACS_i_err	IMACS_r	IMACS_r_err	LRIS_I	LRIS_I_err	MOIRCS_Ks	MOIRCS_Ks_err	SIRIUS_H	SIRIUS_H_err	SIRIUS_J	SIRIUS_J_err	SIRIUS_Ks	SIRIUS_Ks_err	SOFI_H	SOFI_H_err	SOFI_Ks	SOFI_Ks_err	Sinistro_V	Sinistro_V_err	Sinistro_g	Sinistro_g_err	Sinistro_i	Sinistro_i_err	Sinistro_r	Sinistro_r_err	Sinistro_z	Sinistro_z_err	Skymapper_g	Skymapper_g_err	Skymapper_i	Skymapper_i_err	Skymapper_r	Skymapper_r_err	Swope_B	Swope_B_err	Swope_V	Swope_V_err	Swope_g	Swope_g_err	Swope_i	Swope_i_err	Swope_r	Swope_r_err	T80Cam_g	T80Cam_g_err	UVOT_B	UVOT_B_err	UVOT_M2	UVOT_M2_err	UVOT_U	UVOT_U_err	UVOT_W1	UVOT_W1_err	UVOT_W2	UVOT_W2_err	VIMOS_z	VIMOS_z_err	VISTA_J	VISTA_J_err	VISTA_Ks	VISTA_Ks_err	VISTA_Y	VISTA_Y_err
57986.85000000088	nan	nan	6.445577298898786e-17	2.4036783739181413e-18	2.1884632222935594e-17	4.447455679185085e-18	5.607950105643642e-17	3.1861099904042875e-18	3.957003113900007e-17	3.250130572833771e-18	nan	nan	5.290688650653441e-17	2.22389288309692e-18	nan	nan	nan	nan	3.369007370050367e-17	2.0331019578739057e-18	4.945715531892075e-17	3.2911358186643514e-18	2.2982651747680475e-17	1.7463993735549377e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.8375626170769893e-17	5.16054720350855e-18	nan	nan	nan	nan	4.490028150738769e-17	2.019456596775773e-17	nan	nan	nan	nan	6.333035937366244e-17	1.0175060596964497e-17	5.4305042617538747e-17	8.896279228986416e-18	nan	nan	3.230256434975372e-17	2.481053814799079e-18	5.238074088499724e-17	3.1707630588240705e-18	2.462299784971547e-17	1.9526492383324296e-18	2.550331489855896e-17	7.53234631509253e-18	4.225131500122237e-17	2.525300931720744e-18	3.164900969993261e-17	4.4220706649734614e-18	4.405987677345212e-17	2.6101212402701597e-18	nan	nan	-1.4785993941620148e-18	3.9527204157157795e-17	nan	nan	nan	nan	nan	nan	nan	nan	3.886342319430777e-17	1.3526637108033186e-18	4.76387325873834e-17	3.804032665874214e-18	2.5698097093973955e-17	1.2264547020959945e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.4970797765069056e-17	7.200373323294583e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.8542180641185762e-17	8.025409082720356e-18	5.057401660693669e-17	3.7018406311507995e-18	2.6935307295514087e-17	6.242355237756327e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.181360989691709e-17	1.6099839620134424e-18	2.6109340726832756e-17	5.2464629661281525e-19	7.902120916959045e-17	2.1594275166935813e-18
57986.86000000088	nan	nan	6.424470370369935e-17	2.3200453394375364e-18	2.165922510286169e-17	4.219774137148503e-18	5.581300625573739e-17	3.0136409591234496e-18	3.9094491431272677e-17	3.077969561975158e-18	nan	nan	5.277558633494187e-17	2.132601107441021e-18	nan	nan	nan	nan	3.3630257091680746e-17	2.000525984023174e-18	4.9323164884398335e-17	3.2293967289793983e-18	2.295441087226979e-17	1.7444216579753913e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.832324189754903e-17	5.1758693904833694e-18	nan	nan	nan	nan	4.4780179246829814e-17	2.0197009066282184e-17	nan	nan	nan	nan	6.318408543305212e-17	1.0267330057782447e-17	5.417706494263901e-17	8.976963844608666e-18	nan	nan	3.2215469232777024e-17	2.484856489845298e-18	5.226249990023308e-17	3.1569456794533507e-18	2.46138270658842e-17	1.9583945773779937e-18	2.534392446783049e-17	7.188405941359713e-18	4.2041999488464186e-17	2.3994702826144982e-18	3.143290182122811e-17	4.128441397529783e-18	4.392722164155004e-17	2.559182736487918e-18	nan	nan	-1.5374996952428234e-18	3.956929399400285e-17	nan	nan	nan	nan	nan	nan	nan	nan	3.87969341880041e-17	1.3592909007648716e-18	4.752105333224485e-17	3.801612150344327e-18	2.567932580913217e-17	1.2255877716801655e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.4893373445858845e-17	7.171504857221724e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.8531705298726098e-17	7.596036839650026e-18	5.029909547147368e-17	3.5184533337866026e-18	2.686600015844783e-17	5.962414412044741e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.1696283145183436e-17	1.5781225400413043e-18	2.6084256141689294e-17	5.156664654343198e-19	7.878227992434903e-17	2.0789692000033685e-18
57986.87000000088	nan	nan	6.403311853542326e-17	2.2379264823836498e-18	2.143647035705107e-17	3.990291936252604e-18	5.55489153615975e-17	2.8404825074311784e-18	3.8624539925220425e-17	2.905507032388244e-18	nan	nan	5.2643923295292266e-17	2.0423270083829604e-18	nan	nan	nan	nan	3.3570177681072206e-17	1.969029561666452e-18	4.91891532132709e-17	3.1689156888357496e-18	2.2926026164709568e-17	1.742687990737283e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.8270908840533047e-17	5.191110542172465e-18	nan	nan	nan	nan	4.466129053439053e-17	2.0198228298498738e-17	nan	nan	nan	nan	6.303694217440207e-17	1.0358799864074366e-17	5.4048332219331354e-17	9.056949141108322e-18	nan	nan	3.2128626160013187e-17	2.48935579269443e-18	5.214410680115467e-17	3.1451161221669277e-18	2.460435224422718e-17	1.964240311654753e-18	2.5184910869544745e-17	6.848022893278269e-18	4.1833489086639945e-17	2.2741237735815512e-18	3.1218153154620875e-17	3.829498694398497e-18	4.3794811689049247e-17	2.5109741268607435e-18	nan	nan	-1.5948491900560077e-18	3.9610536635309674e-17	nan	nan	nan	nan	nan	nan	nan	nan	3.873067971879604e-17	1.3661290637935005e-18	4.740428052735586e-17	3.79895934883039e-18	2.5660418954309516e-17	1.2246716238806856e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.4812092789653076e-17	7.146958115269532e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.8523145949408235e-17	7.155946334528395e-18	5.0023778565948577e-17	3.334216747230438e-18	2.6798438716919796e-17	5.6786933248336715e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.157875018054308e-17	1.5472203121807717e-18	2.60590144459852e-17	5.070946447663318e-19	7.854415859100177e-17	1.998890074798545e-18
57986.880000000885	nan	nan	6.38210127362804e-17	2.157966159237797e-18	2.1216480648739855e-17	3.759935060133378e-18	5.5287280235786307e-17	2.667516059144762e-18	3.816037293659716e-17	2.733668398817095e-18	nan	nan	5.251188356699958e-17	1.9537275824046943e-18	nan	nan	nan	nan	3.350983160102568e-17	1.938719764110915e-18	4.9055123946043077e-17	3.1098779155482615e-18	2.2897496423757644e-17	1.741210269538464e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.8218628118999028e-17	5.206270826271967e-18	nan	nan	nan	nan	4.454360319161476e-17	2.0198225524906206e-17	nan	nan	nan	nan	6.288894211250355e-17	1.0449470171032956e-17	5.3918855272728504e-17	9.13623525929218e-18	nan	nan	3.204204469745889e-17	2.49459380406863e-18	5.2025553382510186e-17	3.1354517540081557e-18	2.4594570017969613e-17	1.970189795082158e-18	2.502632660275199e-17	6.51434969712997e-18	4.1625800231036944e-17	2.1503124743173984e-18	3.100476022939096e-17	3.5261515441661615e-18	4.366263869422413e-17	2.466098411003383e-18	nan	nan	-1.6506608975405857e-18	3.965093245070357e-17	nan	nan	nan	nan	nan	nan	nan	nan	3.866465561606744e-17	1.3731446286615303e-18	4.728841022786189e-17	3.7960473631491054e-18	2.5641379361024044e-17	1.2236987399651648e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.4726607495829354e-17	7.126560675705458e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.8516325762891742e-17	6.705561997863827e-18	4.9748071080907366e-17	3.149948789844144e-18	2.673248707720285e-17	5.392244445477267e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.1461006957961327e-17	1.5175397466437459e-18	2.6033620244703845e-17	4.990117998347383e-19	7.830686155108012e-17	1.9197326727376006e-18
57986.89000000089	nan	nan	6.360838146952388e-17	2.0809025626748797e-18	2.0999368787772218e-17	3.529866956528857e-18	5.5028152837433795e-17	2.49586484911956e-18	3.770218709346559e-17	2.5636221118273207e-18	nan	nan	5.2379453259497475e-17	1.867579572367513e-18	nan	nan	nan	nan	3.34492149376754e-17	1.9097083740711636e-18	4.8921080677893183e-17	3.052481780058429e-18	2.2868820418834332e-17	1.740000403288011e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.8166400838920276e-17	5.221350413631339e-18	nan	nan	nan	nan	4.4427105071933556e-17	2.0197002718445853e-17	nan	nan	nan	nan	6.274009765400599e-17	1.0539341152255725e-17	5.378864483464586e-17	9.214822355826663e-18	nan	nan	3.195573439789158e-17	2.5006123049159285e-18	5.190683138249867e-17	3.1281302805306513e-18	2.4584476979748354e-17	1.9762463833174e-18	2.4868224169596062e-17	6.191265287023295e-18	4.141894936858527e-17	2.029365503620974e-18	3.079271962806699e-17	3.2196870697381568e-18	4.353069441015125e-17	2.4252013593308427e-18	nan	nan	-1.7049477429336886e-18	3.9690481797971625e-17	nan	nan	nan	nan	nan	nan	nan	nan	3.8598857688166595e-17	1.3803049177936054e-18	4.717343850039513e-17	3.792849820865517e-18	2.5622209829734897e-17	1.2226617538783563e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.4636568980159e-17	7.110246344684155e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.8511067996513993e-17	6.245443122319448e-18	4.947197813842292e-17	2.966666329680836e-18	2.6668009418039584e-17	5.104393182082417e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.134304937336477e-17	1.4893647146201745e-18	2.600807811022493e-17	4.915037082706806e-19	7.807040516488308e-17	1.8421396275603476e-18
57986.90000000089	nan	nan	6.339521980943913e-17	2.00757590635844e-18	2.0785247737569884e-17	3.3015686370508113e-18	5.47715852263579e-17	2.3269769367508202e-18	3.725017934841465e-17	2.3968575981116976e-18	nan	nan	5.224661841152181e-17	1.7847986597308228e-18	nan	nan	nan	nan	3.338832373076163e-17	1.88211149661193e-18	4.87870269590097e-17	2.99693904728723e-18	2.283999688997804e-17	1.7390702911271706e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.8114228093079757e-17	5.236349478167912e-18	nan	nan	nan	nan	4.4311784060044016e-17	2.01945619652059e-17	nan	nan	nan	nan	6.259042109829457e-17	1.0628412998880726e-17	5.3657711544362065e-17	9.292710602495493e-18	nan	nan	3.186970480152053e-17	2.507452617059975e-18	5.178793248238103e-17	3.1233283506552756e-18	2.4574069681416282e-17	1.9824134288177744e-18	2.4710656078604306e-17	5.883520130299709e-18	4.12129529590308e-17	1.9129632116371356e-18	3.05820279864122e-17	2.9119819053341094e-18	4.339897056433294e-17	2.3889653604789742e-18	nan	nan	-1.7577225584934604e-18	3.9729185022903546e-17	nan	nan	nan	nan	nan	nan	nan	nan	3.85332817222139e-17	1.3875782143839964e-18	4.70593614229427e-17	3.789340914176065e-18	2.5602913130027622e-17	1.221553463580294e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.454162835395285e-17	7.098050772251019e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.8507195984694205e-17	5.7763446918132575e-18	4.91955047926851e-17	2.785646421899047e-18	2.6604869982552158e-17	4.816823475119423e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.1224873263505456e-17	1.4629997438212903e-18	2.5982392582621778e-17	4.84660343086442e-19	7.783480577267277e-17	1.7668707553059507e-18
57986.91000000089	nan	nan	6.318152274124014e-17	1.938932999834999e-18	2.0574230622102705e-17	3.0769479722971258e-18	5.451762956645251e-17	2.1627364468637126e-18	3.6804546990786726e-17	2.2352863960262915e-18	nan	nan	5.2113364990391855e-17	1.706457160601112e-18	nan	nan	nan	nan	3.332715397344714e-17	1.8560490191519465e-18	4.865296629492483e-17	2.9434748887551634e-18	2.2811024547791657e-17	1.7384318004826323e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.8062110961182637e-17	5.251268196783163e-18	nan	nan	nan	nan	4.419762807128381e-17	2.0190905465189598e-17	nan	nan	nan	nan	6.243992463836212e-17	1.0716685918760739e-17	5.3526065949374474e-17	9.36990018549042e-18	nan	nan	3.178396543663694e-17	2.515155440041025e-18	5.166884830608778e-17	3.121220046596392e-18	2.456334463384447e-17	1.9886942758355777e-18	2.455367484798653e-17	5.596872459802815e-18	4.100782747611e-17	1.8032182054616337e-18	3.037268199341446e-17	2.6058608387201704e-18	4.326745885832027e-17	2.358099799609243e-18	nan	nan	-1.8089980842222037e-18	3.976704245913511e-17	nan	nan	nan	nan	nan	nan	nan	nan	3.8467923483908247e-17	1.394933816934067e-18	4.694617508471369e-17	3.7854954357610515e-18	2.5583492000797505e-17	1.2203668416333162e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.4441436403254836e-17	7.090104678138191e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.8504533128336492e-17	5.2993139669238196e-18	4.8918656030522364e-17	2.6085064298077733e-18	2.6542933070155127e-17	4.5316921211527135e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.110647440581217e-17	1.4387682461347825e-18	2.5956568169956763e-17	4.785749565307429e-19	7.760007969586702e-17	1.6948202087786353e-18
57986.92000000089	nan	nan	6.296728516096042e-17	1.8760253857466976e-18	2.0366430732871743e-17	2.858486435479281e-18	5.426633812902694e-17	2.0056070715887655e-18	3.636548765892316e-17	2.0813671101701153e-18	nan	nan	5.1979678891295525e-17	1.63379607916398e-18	nan	nan	nan	nan	3.3265701612132657e-17	1.8316439011371954e-18	4.8518902146845564e-17	2.8923276015518648e-18	2.2781902073395683e-17	1.73809674422333e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.8010050509968058e-17	5.266106749280652e-18	nan	nan	nan	nan	4.4084625051012133e-17	2.018603553314802e-17	nan	nan	nan	nan	6.228862036167548e-17	1.0804160135673516e-17	5.33937185061499e-17	9.446391304732274e-18	nan	nan	3.1698525820263076e-17	2.5237606855943873e-18	5.154957041982342e-17	3.1219752852708314e-18	2.4552298306722222e-17	1.9950922553518868e-18	2.43973330089228e-17	5.338175070981837e-18	4.080358940872299e-17	1.7027502522528921e-18	3.0164678391276894e-17	2.305719766390355e-18	4.313615096733361e-17	2.3333276081439575e-18	nan	nan	-1.8587869685827842e-18	3.9804054427994145e-17	nan	nan	nan	nan	nan	nan	nan	nan	3.840277871733235e-17	1.4023420823488938e-18	4.6833875586008855e-17	3.781288811804959e-18	2.556394915043136e-17	1.2190950450853695e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.4335643567886994e-17	7.086624713999127e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.8502902884238243e-17	4.8158491213584774e-18	4.864143677196238e-17	2.4373059222598554e-18	2.6482063028470005e-17	4.251779518156625e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.098784851824847e-17	1.417009475113767e-18	2.593060934857473e-17	4.733428329036083e-19	7.73662432382311e-17	1.6270312071692086e-18
57986.930000000895	nan	nan	6.275250187533916e-17	1.8199974397746815e-18	2.016196153589435e-17	2.649428937738376e-18	5.4017763296183177e-17	1.858802754395565e-18	3.593319935242528e-17	1.9382448511668577e-18	nan	nan	5.184554593655395e-17	1.5682249294444018e-18	nan	nan	nan	nan	3.320396254626731e-17	1.8090212795849677e-18	4.8384837931981946e-17	2.8437479611677417e-18	2.2752628118370288e-17	1.7380768570052915e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.7958047793320037e-17	5.280865318285616e-18	nan	nan	nan	nan	4.397276297398792e-17	2.0179954599478063e-17	nan	nan	nan	nan	6.213652025103611e-17	1.0890835888565442e-17	5.326067958087044e-17	9.522184173220675e-18	nan	nan	3.161339545880044e-17	2.5333073113480434e-18	5.143009033166768e-17	3.1257581647673705e-18	2.45409271283549e-17	2.001610679955824e-18	2.424168310885928e-17	5.1153442442793645e-18	4.060025526210777e-17	1.6147245094245674e-18	2.9958013975410456e-17	2.0186155620502237e-18	4.300503853988106e-17	2.3153679794676935e-18	nan	nan	-1.907101769212595e-18	3.9840221238349326e-17	nan	nan	nan	nan	nan	nan	nan	nan	3.833784314475568e-17	1.409774458746886e-18	4.6722459038087084e-17	3.776697132389075e-18	2.554428725698738e-17	1.2177314246990301e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.4223899920675425e-17	7.087901989247057e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.8502128754498994e-17	4.328169759831819e-18	4.836385187077659e-17	2.2746691366673828e-18	2.6422124245242173e-17	3.980682904850497e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.086899125915909e-17	1.3980740002076706e-18	2.5904520563395216e-17	4.690596988464564e-19	7.713331268706735e-17	1.56470412424943e-18
57986.9400000009	nan	nan	6.253716760170193e-17	1.7720604957422234e-18	1.996093667870055e-17	2.454010631948985e-18	5.377195756417223e-17	1.726455838251431e-18	3.5507880444425433e-17	1.809872880942758e-18	nan	nan	5.171095187489431e-17	1.5113001945665363e-18	nan	nan	nan	nan	3.3141932628159216e-17	1.788307382361976e-18	4.825077702387274e-17	2.797998132231072e-18	2.2723201304704218e-17	1.738383770901509e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.7906103852377524e-17	5.295544089166182e-18	nan	nan	nan	nan	4.3862029843749375e-17	2.0172665211184964e-17	nan	nan	nan	nan	6.198363618543527e-17	1.0976713430826425e-17	5.3126959450174554e-17	9.597279016410236e-18	nan	nan	3.152858384867703e-17	2.5438331554287202e-18	5.131039949117323e-17	3.1327252958077768e-18	2.452922748545955e-17	2.008252838676216e-18	2.408677771479944e-17	4.937116184220703e-18	4.039784155901422e-17	1.5427999112421744e-18	2.9752685594429045e-17	1.756102775390651e-18	4.287411319737595e-17	2.3049157575532314e-18	nan	nan	-1.953954953628453e-18	3.9875543186461474e-17	nan	nan	nan	nan	nan	nan	nan	nan	3.827311246643686e-17	1.4172035091231443e-18	4.661192156303438e-17	3.771697179460764e-18	2.552450896837353e-17	1.2162695335764682e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.410585514645706e-17	7.094288305490827e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.8502034275933152e-17	3.839697415953008e-18	4.8085906115033356e-17	2.1239158814257683e-18	2.63629811402584e-17	3.723050369732525e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.0749898227117427e-17	1.3823175636393424e-18	2.5878306228201925e-17	4.658198097244462e-19	7.690130431440278e-17	1.50919163172055e-18
57986.9500000009	nan	nan	6.232127696783776e-17	1.7334497375228472e-18	1.976346999733455e-17	2.2776823021628585e-18	5.352897354678249e-17	1.6137013521361486e-18	3.508972969388236e-17	1.7010419512508776e-18	nan	nan	5.1575882380719985e-17	1.4646720141287436e-18	nan	nan	nan	nan	3.30796076627814e-17	1.769628248974868e-18	4.811672275270864e-17	2.7553500626410607e-18	2.2693620224737107e-17	1.7390289904267922e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.7854219715643705e-17	5.310143249956122e-18	nan	nan	nan	nan	4.375241369199878e-17	2.0164170032911655e-17	nan	nan	nan	nan	6.182997994090367e-17	1.1061793029594047e-17	5.299256830189345e-17	9.671676071611758e-18	nan	nan	3.144410047699387e-17	2.555374773744385e-18	5.119048928896031e-17	3.143024163084195e-18	2.451719572295838e-17	2.015021991773068e-18	2.393266941660035e-17	4.8124968689312755e-18	4.019636484087848e-17	1.4909177733862991e-18	2.9548690150146635e-17	1.536850223074395e-18	4.274336653375182e-17	2.302618625196316e-18	nan	nan	-1.9993588999363256e-18	3.991002055583751e-17	nan	nan	nan	nan	nan	nan	nan	nan	3.8208582360423924e-17	1.4246029269726521e-18	4.6502259293630425e-17	3.766266452587163e-18	2.5504616902524068e-17	1.214703135231536e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.3981158521209606e-17	7.106180183336404e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.8502443009482e-17	3.355945523137427e-18	4.780760422760211e-17	1.989165523555529e-18	2.6304498157266347e-17	3.484832553853468e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.063056496076708e-17	1.3700933222929536e-18	2.58519707259316e-17	4.637137691625431e-19	7.667023437817417e-17	1.4619727514482048e-18
57986.9600000009	nan	nan	6.21048245118699e-17	1.7053629391654767e-18	1.9569675523367142e-17	2.1272276432377303e-18	5.3288863978707854e-17	1.5265173380365995e-18	3.4678946257887514e-17	1.6171876415855706e-18	nan	nan	5.1440323053363924e-17	1.4299910790812518e-18	nan	nan	nan	nan	3.301698340757585e-17	1.7531082688178676e-18	4.798267840565251e-17	2.7160832950150605e-18	2.2663883441101494e-17	1.740023867079535e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.7802396399094456e-17	5.324662991279169e-18	nan	nan	nan	nan	4.364390257797988e-17	2.0154471848033336e-17	nan	nan	nan	nan	6.167556319135565e-17	1.1146074965085108e-17	5.285751623578269e-17	9.745375587416607e-18	nan	nan	3.135995482217034e-17	2.567967281751322e-18	5.1070351056307816e-17	3.1567915643061714e-18	2.450482814376992e-17	2.021921365496406e-18	2.377941083026741e-17	4.749876830123266e-18	3.999584166899805e-17	1.4628796540641796e-18	2.9346024597576056e-17	1.3883240590653255e-18	4.261279011507654e-17	2.3090538331923314e-18	nan	nan	-2.043325897524041e-18	3.994365361708689e-17	nan	nan	nan	nan	nan	nan	nan	nan	3.8144248482353295e-17	1.4319475449288481e-18	4.639346837321615e-17	3.7603831926985965e-18	2.5484613647574425e-17	1.2130262111603762e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.384945889110903e-17	7.124000825765912e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.850317852962807e-17	2.886229181259098e-18	4.752895086671962e-17	1.8753390163630615e-18	2.624653975589417e-17	3.2734829432043542e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.051098693866483e-17	1.3617426705796076e-18	2.582551840896023e-17	4.628261816400416e-19	7.644011912341395e-17	1.4245974234697844e-18
57986.9700000009	nan	nan	6.188780468212317e-17	1.6888844276374365e-18	1.937966749091574e-17	2.0105599921533294e-18	5.3051681718941416e-17	1.4711082004226309e-18	3.4275729703992016e-17	1.563824913319163e-18	nan	nan	5.1304259416355787e-17	1.4087764135534996e-18	nan	nan	nan	nan	3.295405557225568e-17	1.7388685589455897e-18	4.784864722715753e-17	2.6804821468362497e-18	2.2633989486663255e-17	1.741379573533743e-18	nan	nan	nan	nan	3.2551676586973227e-17	1.8140938323892853e-18	nan	nan	nan	nan	nan	nan	nan	nan	1.7750634906286007e-17	5.3391035062748086e-18	nan	nan	nan	nan	4.3536484587860346e-17	2.0143573559819878e-17	nan	nan	nan	nan	6.152039750942781e-17	1.1229559529952688e-17	5.272181326424908e-17	9.81837782314306e-18	nan	nan	3.127615635458914e-17	2.581644202517757e-18	5.094997606474116e-17	3.1741521752813282e-18	2.4492121008598106e-17	2.0289541468203826e-18	2.3627054601248634e-17	4.755933908838861e-18	3.9796288625706186e-17	1.4617528592736117e-18	2.9144685944930384e-17	1.3414138600408805e-18	4.2482375479163087e-17	2.324706660750298e-18	nan	nan	-2.08586814776793e-18	3.9976442627780544e-17	nan	nan	nan	nan	nan	nan	nan	nan	3.808010646524729e-17	1.4392133374109258e-18	4.628554495556191e-17	3.754026404028248e-18	2.546450176203442e-17	1.211232967962366e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.37104046515589e-17	7.148180241994527e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.8504064413807976e-17	2.4469916707540136e-18	4.7249950626505005e-17	1.7879371656482276e-18	2.6188970403571434e-17	3.0979590703553236e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.0391159579112063e-17	1.3575850742900446e-18	2.5798953599388043e-17	4.63233278574664e-19	7.621097478343185e-17	1.3985965719569647e-18
