MJD	ANDICAM_K	ANDICAM_K_err	DECam_Y	DECam_Y_err	DECam_g	DECam_g_err	DECam_i	DECam_i_err	DECam_r	DECam_r_err	DECam_u	DECam_u_err	DECam_z	DECam_z_err	EFOSC2_U	EFOSC2_U_err	EFOSC2_V	EFOSC2_V_err	FLAMINGOS-2_H	FLAMINGOS-2_H_err	FLAMINGOS-2_J	FLAMINGOS-2_J_err	FLAMINGOS-2_Ks	FLAMINGOS-2_Ks_err	FORS2_B	FORS2_B_err	FORS2_I	FORS2_I_err	FORS2_R	FORS2_R_err	FORS2_V	FORS2_V_err	FourStar_H	FourStar_H_err	FourStar_J	FourStar_J_err	FourStar_J1	FourStar_J1_err	FourStar_Ks	FourStar_Ks_err	GFC_i	GFC_i_err	GFC_r	GFC_r_err	GFC_y	GFC_y_err	GFC_z	GFC_z_err	GMOS_g	GMOS_g_err	GMOS_i	GMOS_i_err	GMOS_r	GMOS_r_err	GMOS_z	GMOS_z_err	GROND_H	GROND_H_err	GROND_J	GROND_J_err	GROND_K	GROND_K_err	GROND_g	GROND_g_err	GROND_i	GROND_i_err	GROND_r	GROND_r_err	GROND_z	GROND_z_err	HAWKI_Ks	HAWKI_Ks_err	HSC_z	HSC_z_err	IMACS_i	IMACS_i_err	IMACS_r	IMACS_r_err	LRIS_I	LRIS_I_err	MOIRCS_Ks	MOIRCS_Ks_err	SIRIUS_H	SIRIUS_H_err	SIRIUS_J	SIRIUS_J_err	SIRIUS_Ks	SIRIUS_Ks_err	SOFI_H	SOFI_H_err	SOFI_Ks	SOFI_Ks_err	Sinistro_V	Sinistro_V_err	Sinistro_g	Sinistro_g_err	Sinistro_i	Sinistro_i_err	Sinistro_r	Sinistro_r_err	Sinistro_z	Sinistro_z_err	Skymapper_g	Skymapper_g_err	Skymapper_i	Skymapper_i_err	Skymapper_r	Skymapper_r_err	Swope_B	Swope_B_err	Swope_V	Swope_V_err	Swope_g	Swope_g_err	Swope_i	Swope_i_err	Swope_r	Swope_r_err	T80Cam_g	T80Cam_g_err	UVOT_B	UVOT_B_err	UVOT_M2	UVOT_M2_err	UVOT_U	UVOT_U_err	UVOT_W1	UVOT_W1_err	UVOT_W2	UVOT_W2_err	VIMOS_z	VIMOS_z_err	VISTA_J	VISTA_J_err	VISTA_Ks	VISTA_Ks_err	VISTA_Y	VISTA_Y_err
57992.75000000208	8.390964235754114e-18	1.058986249764026e-18	3.5657786870684625e-18	3.1982620325784303e-18	nan	nan	3.700322296256587e-18	5.4492554745197166e-18	nan	nan	nan	nan	3.1065188418603295e-18	3.2803006778813933e-18	nan	nan	nan	nan	6.946769693509031e-18	1.306131765738096e-18	2.5377750859967837e-18	1.685429007834076e-18	9.394819221965117e-18	6.48419928443572e-19	nan	nan	4.295445818248501e-18	1.753985076106646e-18	2.041888904400203e-18	1.4018970825829109e-18	2.0537458032485183e-18	9.655940600494656e-19	nan	nan	nan	nan	nan	nan	4.651516551367139e-18	5.394772991089315e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.8356879483971986e-18	1.589771592532054e-18	nan	nan	9.441168456174641e-18	1.5113209458840157e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.078753179814477e-17	2.853521128816141e-18	nan	nan	1.1208635585284464e-17	1.7883620654394912e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.604930594285481e-18	5.939710036407713e-18	4.548150609169552e-18	1.7977827043760028e-18	9.5288653673439e-18	6.351391449056247e-19	nan	nan
57992.76000000208	8.366550201464228e-18	1.0602495053139535e-18	3.5346997118651395e-18	3.1031928998390343e-18	nan	nan	3.664133952160146e-18	5.305570035572407e-18	nan	nan	nan	nan	3.0819458367955668e-18	3.1881126323484976e-18	nan	nan	nan	nan	6.923649661552594e-18	1.2576345081543545e-18	2.528218476900818e-18	1.6348536886277884e-18	9.37102102194481e-18	6.3940486468200305e-19	nan	nan	4.273478019036285e-18	1.710490526221998e-18	2.034585948554503e-18	1.3605603653615908e-18	2.0467514271352585e-18	9.411188418088794e-19	nan	nan	nan	nan	nan	nan	4.6523302300904725e-18	5.380404881502871e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.813281760184606e-18	1.573684996517222e-18	nan	nan	9.420592420280654e-18	1.5125878086877432e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.075475512872677e-17	2.853011026253667e-18	nan	nan	1.119330205666823e-17	1.788492330144769e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.579695615617635e-18	6.0046641673662126e-18	4.506269352003298e-18	1.764522286807817e-18	9.506161950727056e-18	6.257743351870992e-19	nan	nan
57992.770000002085	8.342136900535812e-18	1.0615983336752592e-18	3.503816628447664e-18	3.0045282881199866e-18	nan	nan	3.6282131525991165e-18	5.155688862218672e-18	nan	nan	nan	nan	3.0575673505943882e-18	3.0921372859413196e-18	nan	nan	nan	nan	6.900293692093484e-18	1.2090040935997996e-18	2.519469927496217e-18	1.5832236840960936e-18	9.347218671732012e-18	6.304430729519299e-19	nan	nan	4.251494986235048e-18	1.6671998513873722e-18	2.027311630289687e-18	1.3188645506441045e-18	2.039769381193759e-18	9.165528183121968e-19	nan	nan	nan	nan	nan	nan	4.6531863346453916e-18	5.365953377729914e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.7909535994422316e-18	1.5572226394484012e-18	nan	nan	9.39999600943671e-18	1.513986351436987e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.0721987523269273e-17	2.852012187701213e-18	nan	nan	1.1177989422143935e-17	1.7883308766917874e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.5546136430603065e-18	6.069217106935726e-18	4.464796877837585e-18	1.7305760602147e-18	9.48347569456465e-18	6.1629808453564e-19	nan	nan
57992.78000000209	8.317725715692337e-18	1.0630352198206007e-18	3.473129721761978e-18	2.9022935591649897e-18	nan	nan	3.59255868767398e-18	4.999615505583179e-18	nan	nan	nan	nan	3.033381274327152e-18	2.992382012372968e-18	nan	nan	nan	nan	6.8766976166839065e-18	1.1602853195720121e-18	2.5115398870000154e-18	1.5306241739276474e-18	9.32341376698945e-18	6.215753462729767e-19	nan	nan	4.229495613058433e-18	1.6241805948720901e-18	2.0200655150318135e-18	1.2768360323824491e-18	2.0327998367907428e-18	8.919249092952822e-19	nan	nan	nan	nan	nan	nan	4.654084571519097e-18	5.351418195993281e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.768704027917488e-18	1.5404427933058454e-18	nan	nan	9.379378847933476e-18	1.5155246882252454e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.068923000197035e-17	2.85052489921647e-18	nan	nan	1.1162696933477765e-17	1.7878780724583905e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.529683867700902e-18	6.133365837734315e-18	4.423745748826346e-18	1.6960327582232283e-18	9.460806523100028e-18	6.067450619940478e-19	nan	nan
57992.79000000209	8.293318022276274e-18	1.0645626601221254e-18	3.442639285371285e-18	2.7965194884871408e-18	nan	nan	3.557169360198957e-18	4.837354969071522e-18	nan	nan	nan	nan	3.0093855078559997e-18	2.888856007543304e-18	nan	nan	nan	nan	6.852857246259027e-18	1.1115295384995752e-18	2.504438851472379e-18	1.4771522980711907e-18	9.29960789481472e-18	6.128458928564848e-19	nan	nan	4.207478787913258e-18	1.5815066357632265e-18	2.012847168074502e-18	1.234505164643487e-18	2.02584296420722e-18	8.672676843793515e-19	nan	nan	nan	nan	nan	nan	4.655024645538891e-18	5.3367990533466475e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.7465336077612546e-18	1.5234089051090156e-18	nan	nan	9.35874055035652e-18	1.5172110639386512e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.0656483575983293e-17	2.8485495380670454e-18	nan	nan	1.1147423833584432e-17	1.787134348120492e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.50490548475951e-18	6.1971074067819825e-18	4.383128548386346e-18	1.6609904319045963e-18	9.438154353066442e-18	5.971532691875524e-19	nan	nan
57992.80000000209	8.268915188353588e-18	1.0661831594234079e-18	3.41234562150112e-18	2.6872435485370347e-18	nan	nan	3.5220439856630065e-18	4.668913819705584e-18	nan	nan	nan	nan	2.985577959732039e-18	2.781570602245592e-18	nan	nan	nan	nan	6.828768370907133e-18	1.0627960966970154e-18	2.49817736445351e-18	1.4229196344508641e-18	9.275802633855736e-18	6.043024828966292e-19	nan	nan	4.185443394352685e-18	1.539258857513192e-18	2.005656154559446e-18	1.1919070271356612e-18	2.0188989326549775e-18	8.426179057557963e-19	nan	nan	nan	nan	nan	nan	4.6560062598535955e-18	5.3220956677151274e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.7244429015816625e-18	1.5061899819908176e-18	nan	nan	9.338080721581781e-18	1.5190538436528844e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.0623749247506772e-17	2.8460865743717564e-18	nan	nan	1.11321693564955e-17	1.786100198885462e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.480277693563023e-18	6.260438923984965e-18	4.342957881988566e-18	1.6255575285082413e-18	9.415519093702504e-18	5.875643081445144e-19	nan	nan
57992.81000000209	8.244518574817792e-18	1.0678992280354478e-18	3.382249041085077e-18	2.574511623136595e-18	nan	nan	3.487181392190556e-18	4.49430033494291e-18	nan	nan	nan	nan	2.9619565470904395e-18	2.670539677969393e-18	nan	nan	nan	nan	6.804426759639161e-18	1.0141541592128002e-18	2.4927660176026276e-18	1.368055298735001e-18	9.251999554427705e-18	5.959965595623983e-19	nan	nan	4.163388311029006e-18	1.4975258650499266e-18	1.99849203945675e-18	1.1490823679728433e-18	2.011967910293014e-18	8.180171559558864e-19	nan	nan	nan	nan	nan	nan	4.6570291159149175e-18	5.307307757936584e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.70243247249779e-18	1.4888609850274412e-18	nan	nan	9.317398956770395e-18	1.5210615013432297e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.0591028009874408e-17	2.8431365729292025e-18	nan	nan	1.1116932727327166e-17	1.7847761858503026e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.455799697519467e-18	6.323357560665254e-18	4.303246377951423e-18	1.5898540831744367e-18	9.392900646767045e-18	5.780236497506931e-19	nan	nan
57992.820000002095	8.220129535493564e-18	1.0697133786619672e-18	3.352349863810635e-18	2.458380330271637e-18	nan	nan	3.4525804205048857e-18	4.313524698536962e-18	nan	nan	nan	nan	2.938519195549073e-18	2.55578022744349e-18	nan	nan	nan	nan	6.779828160155536e-18	9.656850372394359e-19	2.488215451339113e-18	1.3127098345043658e-18	9.228200218628144e-18	5.879832995551568e-19	nan	nan	4.14131241164621e-18	1.4564047419437592e-18	1.991354387545338e-18	1.1060787702739968e-18	2.0050500642438503e-18	7.935125619278945e-19	nan	nan	nan	nan	nan	nan	4.658092913458648e-18	5.292435043803644e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.680502884193328e-18	1.4715032242576303e-18	nan	nan	9.296694841363023e-18	1.523242607913781e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.0558320847643854e-17	2.8397001952408592e-18	nan	nan	1.1101713162247509e-17	1.7831629374890724e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.4314707040922766e-18	6.3858605481324044e-18	4.264006688234141e-18	1.554013021337289e-18	9.37029890655366e-18	5.685808934607084e-19	nan	nan
57992.8300000021	8.195749417239929e-18	1.0716281232597265e-18	3.322648418165475e-18	2.338920217661134e-18	nan	nan	3.4182399238858937e-18	4.1265992653669e-18	nan	nan	nan	nan	2.91526383910159e-18	2.4373131219604393e-18	nan	nan	nan	nan	6.754968298613332e-18	9.174851715761254e-19	2.484536355485804e-18	1.2570601047311114e-18	9.204406180452575e-18	5.803216061233357e-19	nan	nan	4.119214564912241e-18	1.416001832787326e-18	1.9842427633932744e-18	1.0629521023701262e-18	1.998145560609805e-18	7.691576264461828e-19	nan	nan	nan	nan	nan	nan	4.659197350485733e-18	5.27747724610645e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.658654700970218e-18	1.4542047446727452e-18	nan	nan	9.275967951073589e-18	1.5256058185569566e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.0525628736685317e-17	2.835778201736669e-18	nan	nan	1.108650986844315e-17	1.7812611512746093e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.407289924774847e-18	6.447945176296109e-18	4.225251489232038e-18	1.5181815614691897e-18	9.347713759904685e-18	5.59290005529868e-19	nan	nan
57992.8400000021	8.171379560053027e-18	1.0736459698400614e-18	3.293145041484001e-18	2.216220233710356e-18	nan	nan	3.384158768135832e-18	3.933538925049855e-18	nan	nan	nan	nan	2.892188420018141e-18	2.3151641798675264e-18	nan	nan	nan	nan	6.729842879392068e-18	8.696699726228553e-19	2.4817394699145303e-18	1.2013154428739204e-18	9.180618985909146e-18	5.7307401526356155e-19	nan	nan	4.097093634491016e-18	1.3764335273255157e-18	1.9771567313380717e-18	1.0197683281984138e-18	1.9912545644891986e-18	7.45013176478944e-19	nan	nan	nan	nan	nan	nan	4.660342123243168e-18	5.2624340866761245e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.636888487802241e-18	1.4370606897970515e-18	nan	nan	9.255217851882452e-18	1.528159859459909e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.0492952644269554e-17	2.831371454211887e-18	nan	nan	1.1071322044085428e-17	1.779071595439891e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.3832565750650896e-18	6.509608792317546e-18	4.18699348257271e-18	1.4825226958952617e-18	9.325145086224766e-18	5.502095190503161e-19	nan	nan
57992.8500000021	8.147021297168452e-18	1.0757694192183023e-18	3.2638400799945145e-18	2.0903941001269037e-18	nan	nan	3.350335831541075e-18	3.734361609973717e-18	nan	nan	nan	nan	2.869290888741125e-18	2.1893656831544512e-18	nan	nan	nan	nan	6.704447584858027e-18	8.22378774915923e-19	2.479835585193754e-18	1.145725367607474e-18	9.156840173132094e-18	5.663064943686948e-19	nan	nan	4.074948478954096e-18	1.337827011475727e-18	1.9700958554669376e-18	9.766057756034286e-19	1.9843772399924597e-18	7.211484347711194e-19	nan	nan	nan	nan	nan	nan	4.6615269262048234e-18	5.247305288428991e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.615204810388599e-18	1.4201736258054791e-18	nan	nan	9.234444100029024e-18	1.5309135138802902e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.046029352915533e-17	2.8264809184849546e-18	nan	nan	1.1056148878295912e-17	1.776595110885132e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.3593698744401276e-18	6.570848799297676e-18	4.149245395912095e-18	1.4472167104059537e-18	9.302592757493954e-18	5.414026745637719e-19	nan	nan
57992.8600000021	8.122675955163175e-18	1.0780009617182276e-18	3.234733888866266e-18	1.9615895833336395e-18	nan	nan	3.3167700048353136e-18	3.529089019253418e-18	nan	nan	nan	nan	2.8465692037831906e-18	2.0599585768275415e-18	nan	nan	nan	nan	6.678778075128598e-18	7.757812291568224e-19	2.4788355432385176e-18	1.0905891936367498e-18	9.133071272496416e-18	5.600881123042856e-19	nan	nan	4.05277795173215e-18	1.3003209358159324e-18	1.9630596995970043e-18	9.335579862099106e-19	1.9775137502581824e-18	6.976422144645573e-19	nan	nan	nan	nan	nan	nan	4.6627514520520505e-18	5.232090575411566e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.593604235207412e-18	1.403653805007089e-18	nan	nan	9.213646242003808e-18	1.5338756076196555e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.0427652341676322e-17	2.82110766728704e-18	nan	nan	1.1040989551111467e-17	1.7738326132370587e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.3356290463310975e-18	6.631662655001152e-18	4.112019983733382e-18	1.4124626800460518e-18	9.280056638280298e-18	5.329374752067616e-19	nan	nan
57992.870000002105	8.098344854057072e-18	1.0803430738390649e-18	3.2058268322573804e-18	1.8300022929650827e-18	nan	nan	3.2834601911631276e-18	3.3177476737637336e-18	nan	nan	nan	nan	2.8240213316251282e-18	1.9269957369243343e-18	nan	nan	nan	nan	6.6528299878338156e-18	7.300855154318597e-19	2.478750237962727e-18	1.0362678492036973e-18	9.109313806730438e-18	5.544905613938188e-19	nan	nan	4.030580901066056e-18	1.2640659342028257e-18	1.956047827255515e-18	8.90737301024805e-19	1.970664257469099e-18	6.745842255365766e-19	nan	nan	nan	nan	nan	nan	4.6640153916541795e-18	5.216789672846325e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.57208732956926e-18	1.3876193430925653e-18	nan	nan	9.192823814539901e-18	1.5370549939290797e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.0395030023827577e-17	2.815252883395075e-18	nan	nan	1.1025843233448678e-17	1.770785095067586e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.3120333180980504e-18	6.692047870613913e-18	4.075330028145889e-18	1.3784798475629384e-18	9.257536585752083e-18	5.248866256461581e-19	nan	nan
57992.88000000211	8.074029307414027e-18	1.0827982148930387e-18	3.177119283362815e-18	1.695896740018112e-18	nan	nan	3.250405306045275e-18	3.1003704934254632e-18	nan	nan	nan	nan	2.8016452466149617e-18	1.790546962541571e-18	nan	nan	nan	nan	6.626598937877641e-18	6.855487876493258e-19	2.4795906159336814e-18	9.831980747656461e-19	9.085569291028827e-18	5.495875156747406e-19	nan	nan	4.008356169957761e-18	1.2292249042123625e-18	1.9490598016599765e-18	8.482793689638639e-19	1.963828922867981e-18	6.520764641722696e-19	nan	nan	nan	nan	nan	nan	4.665318434048879e-18	5.2014023071782554e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.550654661670613e-18	1.3721962800575382e-18	nan	nan	9.1719763446039e-18	1.5404605378876895e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.0362427509351378e-17	2.80891786302088e-18	nan	nan	1.1010709087067777e-17	1.7674536282794736e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.288581921004961e-18	6.752002009533478e-18	4.039188339685625e-18	1.3455087519147319e-18	9.235032449689472e-18	5.173273201551859e-19	nan	nan
57992.89000000211	8.049730622442649e-18	1.0853688236217157e-18	3.1486116244627105e-18	1.5596393763408708e-18	nan	nan	3.217604277343008e-18	2.8769992253909107e-18	nan	nan	nan	nan	2.779438930866218e-18	1.6507068470768748e-18	nan	nan	nan	nan	6.60008051719965e-18	6.424901830851777e-19	2.4813676770288853e-18	9.319088118837395e-19	9.061839233164815e-18	5.454538165856489e-19	nan	nan	3.986102596120849e-18	1.1959729381885784e-18	1.942095185698225e-18	8.063487953242965e-19	1.9570079067735014e-18	6.302346294108417e-19	nan	nan	nan	nan	nan	nan	4.666660266422352e-18	5.1859282061222006e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.52930680064736e-18	1.3575184905661978e-18	nan	nan	9.151103349386268e-18	1.5441011003010564e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.0329845723822648e-17	2.8021040194706224e-18	nan	nan	1.0995586264535957e-17	1.7638393666674638e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.265274090194852e-18	6.811522686190293e-18	4.003607758116796e-18	1.3138119274821253e-18	9.212544072495822e-18	5.103408430257219e-19	nan	nan
57992.90000000211	8.025450100096586e-18	1.0880573147998442e-18	3.120304246971212e-18	1.4217520261228376e-18	nan	nan	3.1850560452234632e-18	2.6476883111865264e-18	nan	nan	nan	nan	2.7574003741570718e-18	1.507607653207305e-18	nan	nan	nan	nan	6.573270294532427e-18	6.013064135770907e-19	2.484092475095356e-18	8.830388092052185e-19	9.038125133602119e-18	5.421644872487243e-19	nan	nan	3.963819011930792e-18	1.1644967712029434e-18	1.9351535419085486e-18	7.651461606019667e-19	1.9502013685959776e-18	6.091894728465326e-19	nan	nan	nan	nan	nan	nan	4.6680405740894106e-18	5.170367098711045e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.508044316628171e-18	1.3437274062707837e-18	nan	nan	9.130204336291133e-18	1.547985521172658e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.029728558473381e-17	2.794812887089606e-18	nan	nan	1.0980473909190163e-17	1.7599435486638868e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.242109064664967e-18	6.870607564899167e-18	3.968601153234961e-18	1.2836739429217024e-18	9.190071289208435e-18	5.040119453502042e-19	nan	nan
57992.91000000211	8.001189035174447e-18	1.0908660758355661e-18	3.0921975514856777e-18	1.2830011480215802e-18	nan	nan	3.1527595621260284e-18	2.412511295177591e-18	nan	nan	nan	nan	2.735527573829881e-18	1.3614412953185608e-18	nan	nan	nan	nan	6.546163815160162e-18	5.624891408276186e-19	2.4877761186112577e-18	8.373530123278186e-19	9.014428485606006e-18	5.397935895980147e-19	nan	nan	3.9415042443749295e-18	1.1349935942641972e-18	1.9282344324596456e-18	7.249166096990241e-19	1.943409466853097e-18	5.890879346436599e-19	nan	nan	nan	nan	nan	nan	4.669459040473371e-18	5.154718715344721e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.486867780787977e-18	1.3309715110025794e-18	nan	nan	9.109278802925503e-18	1.5521226028074094e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.0264748001579173e-17	2.7870461255089885e-18	nan	nan	1.096537115509928e-17	1.7557675002784475e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.21908608724216e-18	6.9292543587394254e-18	3.934181425670862e-18	1.2554004981423512e-18	9.167613927508918e-18	4.9842796745464085e-19	nan	nan
