MJD	ACS_WFC_F475W	ACS_WFC_F475W_err	ACS_WFC_F625W	ACS_WFC_F625W_err	ACS_WFC_F775W	ACS_WFC_F775W_err	ACS_WFC_F850W	ACS_WFC_F850W_err	DECam_Y	DECam_Y_err	DECam_g	DECam_g_err	DECam_i	DECam_i_err	DECam_r	DECam_r_err	DECam_u	DECam_u_err	DECam_z	DECam_z_err	EFOSC2_U	EFOSC2_U_err	EFOSC2_V	EFOSC2_V_err	FourStar_H	FourStar_H_err	FourStar_J	FourStar_J_err	FourStar_J1	FourStar_J1_err	FourStar_Ks	FourStar_Ks_err	LRIS_I	LRIS_I_err	RetroCam_H	RetroCam_H_err	RetroCam_J	RetroCam_J_err	RetroCam_Y	RetroCam_Y_err	SOFI_H	SOFI_H_err	SOFI_Ks	SOFI_Ks_err	Sinistro_g	Sinistro_g_err	Sinistro_i	Sinistro_i_err	Sinistro_r	Sinistro_r_err	Sinistro_w	Sinistro_w_err	Sinistro_z	Sinistro_z_err	Swope_B	Swope_B_err	Swope_V	Swope_V_err	Swope_g	Swope_g_err	Swope_i	Swope_i_err	Swope_r	Swope_r_err	UVOT_U	UVOT_U_err	WFC3_IR_F110W	WFC3_IR_F110W_err	WFC3_IR_F160W	WFC3_IR_F160W_err	WFC3_UVIS1_F336W	WFC3_UVIS1_F336W_err
57988.76000000126	nan	nan	nan	nan	nan	nan	nan	nan	3.2547484446657595e-17	7.227477107143355e-18	1.4410246661902065e-17	8.40998859148546e-18	2.8276119339666824e-17	1.622047566274309e-17	1.8407935039546225e-17	6.8772541414199054e-18	nan	nan	2.821260268091798e-17	9.876945207213218e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.946908257255809e-18	8.990820404008268e-18	nan	nan	3.012221108599741e-17	6.626790730764506e-18	3.625392868265681e-17	5.383287016733328e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.1246221495104388e-17	1.7393187304336685e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57988.77000000126	nan	nan	nan	nan	nan	nan	nan	nan	3.247242449266706e-17	7.213977043682247e-18	1.4383802748209656e-17	8.29475443000462e-18	2.8142592150223976e-17	1.6279819863787937e-17	1.8381109452785685e-17	6.796031458827057e-18	nan	nan	2.81223670464191e-17	9.915665477823918e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.914387258116977e-18	8.996249137744002e-18	nan	nan	3.004442105273107e-17	6.649078048086026e-18	3.613247503025059e-17	5.3662098956838586e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.1173034155326538e-17	1.7501396785279588e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57988.780000001265	nan	nan	nan	nan	nan	nan	nan	nan	3.239760172138048e-17	7.199975797332737e-18	1.435626901127322e-17	8.177644045746314e-18	2.80092062830476e-17	1.6335916840845817e-17	1.8354159038706046e-17	6.713802112457138e-18	nan	nan	2.803252328449077e-17	9.952358943467028e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.881984303800042e-18	9.001623155193057e-18	nan	nan	2.996652448694976e-17	6.671154483556667e-18	3.601110445239181e-17	5.348637500173444e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.1100902757626833e-17	1.7605892719190467e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57988.79000000127	nan	nan	nan	nan	nan	nan	nan	nan	3.2322996783802943e-17	7.1855273886297e-18	1.4327631819990274e-17	8.059031213652433e-18	2.787597058075895e-17	1.6388750126177316e-17	1.8327084386664102e-17	6.630856365927507e-18	nan	nan	2.7943067855447344e-17	9.98701615890641e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.849699306101324e-18	9.00694265295374e-18	nan	nan	2.9888524976268344e-17	6.693018342039398e-18	3.5889821918587946e-17	5.3305710901027176e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.1029816322349111e-17	1.7706656182470743e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57988.80000000127	nan	nan	nan	nan	nan	nan	nan	nan	3.224859031485227e-17	7.170687334689787e-18	1.4297877464132093e-17	7.939320267562677e-18	2.7742893869781227e-17	1.6438304043177292e-17	1.829988606204504e-17	6.547504491511715e-18	nan	nan	2.78539972176691e-17	1.0019628145399118e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.817532175000755e-18	9.012207825950373e-18	nan	nan	2.981042607515499e-17	6.714667957384322e-18	3.576863237121896e-17	5.312011950840628e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.0959763922557101e-17	1.7803668703460078e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57988.81000000127	nan	nan	nan	nan	nan	nan	nan	nan	3.217436293226325e-17	7.155512568320156e-18	1.426699215354618e-17	7.818948237912687e-18	2.7609984960991626e-17	1.6484563686153626e-17	1.827256460632088e-17	6.464077659693833e-18	nan	nan	2.776530782748185e-17	1.0050186379231269e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.785482818685476e-18	9.017418867430861e-18	nan	nan	2.973223130521462e-17	6.736101691984353e-18	3.564754072594304e-17	5.292961393783887e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.0890734683427258e-17	1.7896912252204405e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57988.82000000127	nan	nan	nan	nan	nan	nan	nan	nan	3.21002952354919e-17	7.140061347976743e-18	1.4234962017350994e-17	7.698386992663004e-18	2.7477252650367517e-17	1.6527514901318133e-17	1.824512053710279e-17	6.380928731176612e-18	nan	nan	2.7676996139015485e-17	1.007868278096646e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.753551143573318e-18	9.022575968964321e-18	nan	nan	2.965394415547051e-17	6.7573179363334976e-18	3.5526551872100535e-17	5.273420756935859e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.0822717781663567e-17	1.798636923070042e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57988.830000001275	nan	nan	nan	nan	nan	nan	nan	nan	3.202636780461783e-17	7.124393157909967e-18	1.4201773103137096e-17	7.578145318282576e-18	2.734470571962768e-17	1.6567144268916454e-17	1.8217554348200574e-17	6.298432903503091e-18	nan	nan	2.7589058604070805e-17	1.0105109705364988e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.721737054336035e-18	9.027679320438764e-18	nan	nan	2.9575568082643945e-17	6.778315108587989e-18	3.5405670673116394e-17	5.2533914055058616e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.0755702444896781e-17	1.807202246358611e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57988.84000000128	nan	nan	nan	nan	nan	nan	nan	nan	3.1952561199248247e-17	7.108568597850975e-18	1.4167411376158018e-17	7.458770856493903e-18	2.7212352936888895e-17	1.6603439086433246e-17	1.818986650967924e-17	6.216988154470308e-18	nan	nan	2.7501491671990692e-17	1.0129459931933169e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.690040453922312e-18	9.032729110058852e-18	nan	nan	2.9497106511432185e-17	6.799091654130519e-18	3.5284901966900794e-17	5.2328747325296265e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.0689677951129945e-17	1.8153855189253268e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57988.85000000128	nan	nan	nan	nan	nan	nan	nan	nan	3.1878855957413687e-17	7.092649261601614e-18	1.413186271851424e-17	7.340851787429545e-18	2.7080203057300932e-17	1.6636387352810173e-17	1.8162057467905078e-17	6.13701541394042e-18	nan	nan	2.7414291789521533e-17	1.0151726656068187e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.65846124358055e-18	9.037725524343685e-18	nan	nan	2.941856283478438e-17	6.819646045137783e-18	3.5164250566248247e-17	5.211872159511605e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.0624633628115577e-17	1.823185105135714e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57988.86000000128	nan	nan	nan	nan	nan	nan	nan	nan	3.180523259447009e-17	7.076697603923364e-18	1.409511292834065e-17	7.225018121075415e-18	2.69482648237055e-17	1.6665977753621026e-17	1.813412764560256e-17	6.058958385028452e-18	nan	nan	2.7327455400686265e-17	1.0171903480763263e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.626999322881525e-18	9.042668748124683e-18	nan	nan	2.933994041417587e-17	6.839976780151527e-18	3.504372125923502e-17	5.190385137090125e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.0560558852817716e-17	1.830599409070091e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57988.87000000128	nan	nan	nan	nan	nan	nan	nan	nan	3.173167160199513e-17	7.060776795155412e-18	1.4057147718983858e-17	7.111942427177757e-18	2.6816546967262265e-17	1.669219964715028e-17	1.8106077441903606e-17	5.983282925819918e-18	nan	nan	2.7240978946637998e-17	1.0189984408843404e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.595654589740715e-18	9.047558964543481e-18	nan	nan	2.926124257988044e-17	6.860082383653342e-18	3.492331880961508e-17	5.1684151457262825e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.049744305078958e-17	1.8376268737476617e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57988.880000001285	nan	nan	nan	nan	nan	nan	nan	nan	3.1658153446682956e-17	7.04495056303993e-18	1.401795271818237e-17	7.002339800845922e-18	2.668505820810662e-17	1.6715043051329974e-17	1.8077907232395698e-17	5.910475894903719e-18	nan	nan	2.7154858865537063e-17	1.0205963835703674e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.564426940440557e-18	9.052396355049923e-18	nan	nan	2.9182472631241007e-17	6.879961405643257e-18	3.48030479572143e-17	5.1459636964175126e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.043527569563838e-17	1.844265980384155e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57988.89000000129	nan	nan	nan	nan	nan	nan	nan	nan	3.1584658569240886e-17	7.029283021294219e-18	1.3977513467230493e-17	6.8969668296586496e-18	2.6553807255978787e-17	1.673449863148494e-17	1.804961736917081e-17	5.841043359634621e-18	nan	nan	2.7069091592405934e-17	1.0219836542521925e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.533316269652376e-18	9.057181099400058e-18	nan	nan	2.910363383693837e-17	6.899612421222424e-18	3.468291341832329e-17	5.123032331436957e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.037404630841854e-17	1.850515247681564e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57988.90000000129	nan	nan	nan	nan	nan	nan	nan	nan	3.151116738327914e-17	7.013838484542707e-18	1.393581542015872e-17	6.796619302425089e-18	2.6422802810876682e-17	1.6750557688850425e-17	1.802120818087268e-17	5.775508067044189e-18	nan	nan	2.6983673558996586e-17	1.023159768992449e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.502322470458236e-18	9.061913375654239e-18	nan	nan	2.902472943525819e-17	6.919034030179922e-18	3.456291988608857e-17	5.099622625099734e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.0313744457068775e-17	1.8563732311482942e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57988.91000000129	nan	nan	nan	nan	nan	nan	nan	nan	3.1437660274203664e-17	6.998681269307696e-18	1.389284394288196e-17	6.7021283856832965e-18	2.6292053563682216e-17	1.676321214981802e-17	1.7992679972738556e-17	5.714406085808948e-18	nan	nan	2.689860119365223e-17	1.0241242812079382e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.471445434372442e-18	9.06659336017523e-18	nan	nan	2.89457626343563e-17	6.938224856583895e-18	3.444307203090233e-17	5.075736184557168e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.0254359755857145e-17	1.861838522448294e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57988.92000000129	nan	nan	nan	nan	nan	nan	nan	nan	3.136411759810454e-17	6.983875480858727e-18	1.3848584312372584e-17	6.614354998899219e-18	2.616156819681913e-17	1.6772454555879807e-17	1.7964033026647507e-17	5.6582825458254025e-18	nan	nan	2.681387092117354e-17	1.0248767811199923e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.440685051363016e-18	9.071221227626403e-18	nan	nan	2.886673661252217e-17	6.957183548377047e-18	3.4323374500790606e-17	5.051374650620514e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.0195881864780478e-17	1.8669097487779465e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57988.930000001295	nan	nan	nan	nan	nan	nan	nan	nan	3.129051968064379e-17	6.96948478583377e-18	1.3803021715805346e-17	6.534182151552369e-18	2.6031355384871582e-17	1.6778278054232025e-17	1.7935267601158296e-17	5.6076864316428894e-18	nan	nan	2.672947916267522e-17	1.025416895243628e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.410041209872792e-18	9.075797150969937e-18	nan	nan	2.8787654518440703e-17	6.975908776976661e-18	3.420383192180003e-17	5.026539698615285e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.0138300489031704e-17	1.8715855722693437e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57988.9400000013	nan	nan	nan	nan	nan	nan	nan	nan	3.121684681594138e-17	6.95557217067188e-18	1.3756141249716505e-17	6.46250507331258e-18	2.5901423795236814e-17	1.6780676389011608e-17	1.7906383931555248e-17	5.563164428408296e-18	nan	nan	2.664542233545302e-17	1.0257442859140676e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.379513796840477e-18	9.080321301465113e-18	nan	nan	2.870851947145225e-17	6.994399236879266e-18	3.408444889838316e-17	5.00123303926773e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.0081605378408146e-17	1.8758646894190144e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57988.9500000013	nan	nan	nan	nan	nan	nan	nan	nan	3.1143079265458904e-17	6.94219968603517e-18	1.3707927919147226e-17	6.400219078860015e-18	2.5771782088754392e-17	1.6779643893135903e-17	1.7877382229886393e-17	5.525253874045409e-18	nan	nan	2.656169685283866e-17	1.0258586508487538e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.349102697721435e-18	9.084793848666614e-18	nan	nan	2.862933456181097e-17	7.01265364526987e-18	3.3965230013782284e-17	4.975456419625063e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.0025786326760599e-17	1.8797458305408856e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57988.9600000013	nan	nan	nan	nan	nan	nan	nan	nan	3.106919725688064e-17	6.929428177547839e-18	1.3658366636782042e-17	6.348205263984694e-18	2.5642438920349638e-17	1.6775175480717816e-17	1.7848262684999963e-17	5.4944749371875076e-18	nan	nan	2.6478299124066032e-17	1.0257597227435794e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.31880779650826e-18	9.0892149604229e-18	nan	nan	2.855010285094146e-17	7.030670741636064e-18	3.3846179830411904e-17	4.949211624010914e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.970833171434881e-18	1.883227759242691e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57988.9700000013	nan	nan	nan	nan	nan	nan	nan	nan	3.099518098299567e-17	6.917317003336715e-18	1.3607442222095922e-17	6.30731432471029e-18	2.5513402939659282e-17	1.676726664003442e-17	1.781902546258621e-17	5.471322212849569e-18	nan	nan	2.639522555412762e-17	1.0254472689018438e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.288628975751207e-18	9.093584802874609e-18	nan	nan	2.847082737169369e-17	7.048449287386882e-18	3.372730289023975e-17	4.922500475018098e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.916735792700481e-18	1.8863092719248833e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57988.980000001306	nan	nan	nan	nan	nan	nan	nan	nan	3.092101388951518e-17	6.905902192926192e-18	1.3555139400480522e-17	6.27834901220384e-18	2.5384682791676818e-17	1.6755913427024105e-17	1.7789670705209774e-17	5.456256000504882e-18	nan	nan	2.631247254363432e-17	1.0249210908947593e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.258566116578417e-18	9.097903540453013e-18	nan	nan	2.8391511128596325e-17	7.0659880654765e-18	3.3608603715166446e-17	4.8953248345400865e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.8634841132023e-18	1.8889891973011143e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57988.99000000131	nan	nan	nan	nan	nan	nan	nan	nan	3.0846692541005725e-17	6.895131627175532e-18	1.350144280237571e-17	6.262045958692126e-18	2.5256287117384304e-17	1.6741112459293004e-17	1.7760198532345137e-17	5.449693593686007e-18	nan	nan	2.6230036488676578e-17	1.0241810242523462e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.228619098715919e-18	9.102171335878509e-18	nan	nan	2.8312157098108295e-17	7.083285880032925e-18	3.3490086807403877e-17	4.867686604843804e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.811068097407856e-18	1.89126639593987e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57989.00000000131	nan	nan	nan	nan	nan	nan	nan	nan	3.077221675388766e-17	6.884929858942202e-18	1.344633696239631e-17	6.2590578001579044e-18	2.5128224554384557e-17	1.672286091061025e-17	1.773060863346284e-17	5.451885172840564e-18	nan	nan	2.6147913780679703e-17	1.023226938183679e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.198787800507491e-18	9.106388350159153e-18	nan	nan	2.8232768228868815e-17	7.100341555991532e-18	3.337175664985202e-17	4.83958772968536e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.759477751033721e-18	1.8931397598261517e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57989.01000000131	nan	nan	nan	nan	nan	nan	nan	nan	3.0697586307553185e-17	6.875219956459189e-18	1.3389813031462356e-17	6.2697670311046694e-18	2.500050373753414e-17	1.670115650587519e-17	1.770089904717467e-17	5.46256174696858e-18	nan	nan	2.6066100806261932e-17	1.0220587353254803e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.169072098934314e-18	9.110554742589236e-18	nan	nan	2.815334744194569e-17	7.117153938733724e-18	3.3253617706474746e-17	4.8110301954715525e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.708703120527734e-18	1.8946082119430112e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57989.020000001314	nan	nan	nan	nan	nan	nan	nan	nan	3.0622800944420227e-17	6.8659237898022e-18	1.3331888915427637e-17	6.293768301723664e-18	2.4873133299586493e-17	1.6675997516538577e-17	1.7671067382005768e-17	5.481287311625335e-18	nan	nan	2.598459394709599e-17	1.0206763515183442e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.13947186963444e-18	9.114670670747904e-18	nan	nan	2.8073897631082034e-17	7.133721893730459e-18	3.3135674422674e-17	4.78201603246913e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.658734292474525e-18	1.8956707058719775e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57989.030000001316	nan	nan	nan	nan	nan	nan	nan	nan	3.05478603699826e-17	6.856962305511078e-18	1.3272589137086346e-17	6.330387099369551e-18	2.474612187180771e-17	1.664738275646496e-17	1.7641111223222122e-17	5.507583058948561e-18	nan	nan	2.5903389579756865e-17	1.019079755609676e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.109986986922052e-18	9.1187362904978e-18	nan	nan	2.79944216629414e-17	7.150044306190898e-18	3.301793122566296e-17	4.752547316064904e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.609561393090212e-18	1.896326225412125e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57989.04000000132	nan	nan	nan	nan	nan	nan	nan	nan	3.0472764252862386e-17	6.8482557885247885e-18	1.3211938124699665e-17	6.378866694096183e-18	2.4619478084626208e-17	1.6615311578218543e-17	1.761102813271929e-17	5.5409361911846155e-18	nan	nan	2.5822484075586043e-17	1.0172689492826456e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.080617323806602e-18	9.122751755983766e-18	nan	nan	2.791492237735124e-17	7.166120080716079e-18	3.2900392524837784e-17	4.722626168079433e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.561174587629962e-18	1.8965737842172143e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57989.05000000132	nan	nan	nan	nan	nan	nan	nan	nan	3.0397512224853836e-17	6.839724110765246e-18	1.3149960213504114e-17	6.438386572093613e-18	2.4493210568250727e-17	1.657978386976491e-17	1.7580815648898222e-17	5.5808087410700926e-18	nan	nan	2.5741873800543303e-17	1.0152439669106867e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.051362752011679e-18	9.126717219631567e-18	nan	nan	2.783540258754488e-17	7.181948140957634e-18	3.278306271214815e-17	4.692254758137301e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.513564079891439e-18	1.8964124254504428e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57989.06000000132	nan	nan	nan	nan	nan	nan	nan	nan	3.0322103880972655e-17	6.831286965878454e-18	1.3086679647234247e-17	6.508080908265814e-18	2.4367327953317082e-17	1.6540800051571274e-17	1.7550471286545382e-17	5.626646065487402e-18	nan	nan	2.5661555115062316e-17	1.013004875436816e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.022223141993785e-18	9.130632832146649e-18	nan	nan	2.775586508040182e-17	7.197527429281569e-18	3.266594616246656e-17	4.6614353050974736e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.466720111629645e-18	1.89584122145643e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57989.070000001324	nan	nan	nan	nan	nan	nan	nan	nan	3.0246538779497006e-17	6.822864089804878e-18	1.302212057963092e-17	6.587056168711704e-18	2.4241838871498038e-17	1.649836107409897e-17	1.751999253671521e-17	5.677884744078195e-18	nan	nan	2.5581524373900782e-17	1.0105517742773947e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	8.993198362960892e-18	9.134498742512946e-18	nan	nan	2.7676312616686523e-17	7.212856906437124e-18	3.254904723395639e-17	4.6301700785472935e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.42063296202669e-18	1.894859273450188e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57989.080000001326	nan	nan	nan	nan	nan	nan	nan	nan	3.017081644200926e-17	6.8143754670066585e-18	1.2956307075943076e-17	6.674407145886269e-18	2.4116751956163135e-17	1.6452468415675917e-17	1.748937686659902e-17	5.7339596882421864e-18	nan	nan	2.5501777926002902e-17	1.007884795249885e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	8.964288282890784e-18	9.138315097991704e-18	nan	nan	2.759674793128564e-17	7.227935551230654e-18	3.243237026843886e-17	4.5984614003637956e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.375292947171056e-18	1.8934657112226258e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57989.09000000133	nan	nan	nan	nan	nan	nan	nan	nan	3.0094936353436075e-17	6.8057415223198946e-18	1.2889263114436433e-17	6.769230963506233e-18	2.3992075842983088e-17	1.6403124080742055e-17	1.7458621719407244e-17	5.794310339564532e-18	nan	nan	2.5422312114343192e-17	1.0050041025242985e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	8.9354927685493e-18	9.14208204412036e-18	nan	nan	2.7517173733443768e-17	7.2427623602046e-18	3.2315919591758684e-17	4.566311646346814e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.330690419483542e-18	1.8916596928624475e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57989.10000000133	nan	nan	nan	nan	nan	nan	nan	nan	3.001889796208499e-17	6.7968832985303105e-18	1.282101258788664e-17	6.870638812192208e-18	2.3867819170576654e-17	1.635033059845807e-17	1.7427724514240686e-17	5.8583859036572276e-18	nan	nan	2.5343123275783383e-17	1.001909892598026e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	8.906811685508323e-18	9.145799724711422e-18	nan	nan	2.743759270699749e-17	7.257336347321479e-18	3.2199699514148676e-17	4.533723247928333e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.28681576720414e-18	1.8894404044941333e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
