MJD	ACS_WFC_F475W	ACS_WFC_F475W_err	ACS_WFC_F625W	ACS_WFC_F625W_err	ACS_WFC_F775W	ACS_WFC_F775W_err	ACS_WFC_F850W	ACS_WFC_F850W_err	DECam_Y	DECam_Y_err	DECam_g	DECam_g_err	DECam_i	DECam_i_err	DECam_r	DECam_r_err	DECam_u	DECam_u_err	DECam_z	DECam_z_err	EFOSC2_U	EFOSC2_U_err	EFOSC2_V	EFOSC2_V_err	FourStar_H	FourStar_H_err	FourStar_J	FourStar_J_err	FourStar_J1	FourStar_J1_err	FourStar_Ks	FourStar_Ks_err	LRIS_I	LRIS_I_err	RetroCam_H	RetroCam_H_err	RetroCam_J	RetroCam_J_err	RetroCam_Y	RetroCam_Y_err	SOFI_H	SOFI_H_err	SOFI_Ks	SOFI_Ks_err	Sinistro_g	Sinistro_g_err	Sinistro_i	Sinistro_i_err	Sinistro_r	Sinistro_r_err	Sinistro_w	Sinistro_w_err	Sinistro_z	Sinistro_z_err	Swope_B	Swope_B_err	Swope_V	Swope_V_err	Swope_g	Swope_g_err	Swope_i	Swope_i_err	Swope_r	Swope_r_err	UVOT_U	UVOT_U_err	WFC3_IR_F110W	WFC3_IR_F110W_err	WFC3_IR_F160W	WFC3_IR_F160W_err	WFC3_UVIS1_F336W	WFC3_UVIS1_F336W_err
57984.83000000046	nan	nan	nan	nan	nan	nan	nan	nan	1.1940484499167073e-16	3.458923462248106e-18	1.16393149766464e-16	5.4540622540983455e-18	1.2208936037409233e-16	4.519086438316444e-18	1.314858980203722e-16	4.520778202133679e-18	3.51743433560375e-17	3.0365926732774373e-18	1.0065691664619906e-16	3.1153395562911627e-18	nan	nan	1.339261715365324e-16	8.664312422765062e-18	4.977039657794192e-17	6.486396177608825e-19	8.903481850786447e-17	8.780032258186654e-19	1.2118845747428216e-16	1.1023328585322852e-18	2.7219614640374155e-17	1.3143790584474777e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.641392861827699e-17	1.3090909835554217e-17	1.2372674652968034e-16	4.648353987661058e-18	1.167819218320348e-16	6.760121833695267e-18	1.4481592736188354e-16	5.037332036061948e-18	2.5627937368564345e-17	6.851948536005011e-18	1.6780081265960304e-16	2.7028938321213695e-17	2.6045116448405737e-16	2.1519957171704765e-17	2.2089956630682636e-16	4.0866442785515316e-17	1.1163152010879316e-16	1.678396529106177e-17	1.9842119305472387e-16	2.5024171695381332e-17	nan	nan	nan	nan	nan	nan	nan	nan
57984.84000000046	nan	nan	nan	nan	nan	nan	nan	nan	1.1865345557764612e-16	3.405717396263029e-18	1.1378452240422158e-16	5.267141773977941e-18	1.2151592900631273e-16	4.3938569513156614e-18	1.297184304986358e-16	4.387545782213924e-18	3.4120055339543406e-17	2.9706624546794323e-18	1.0005173931400765e-16	3.04752321773164e-18	nan	nan	1.3183318623532779e-16	8.485495751506923e-18	4.9693488608092995e-17	6.263775230266903e-19	8.889565856963842e-17	8.64799558739774e-19	1.209015619294999e-16	1.0916723214328718e-18	2.720616083987532e-17	1.3171117692470358e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.499628981855117e-17	1.328788603916887e-17	1.2332010303616769e-16	4.605913914649615e-18	1.1572740969515331e-16	6.769261996905146e-18	1.4296942041689885e-16	4.9853760443537304e-18	2.5641321442194997e-17	6.850567937094831e-18	1.6650182731439544e-16	2.7119120046304374e-17	2.5897934857419765e-16	2.158199032628658e-17	2.1918233293582555e-16	4.082924447018322e-17	1.1094816130764347e-16	1.685343454557566e-17	1.9703168515533989e-16	2.5108332506483886e-17	nan	nan	nan	nan	nan	nan	nan	nan
57984.850000000464	nan	nan	nan	nan	nan	nan	nan	nan	1.1790680095962647e-16	3.3541307648769704e-18	1.1120664981935428e-16	5.081566736509954e-18	1.2094947802338697e-16	4.2700781109811954e-18	1.2797295871623658e-16	4.255811991382396e-18	3.3078736464421126e-17	2.9062327443830274e-18	9.945192241271252e-17	2.9809389390345157e-18	nan	nan	1.2976073152204041e-16	8.307986839326866e-18	4.961576535887873e-17	6.042902318788344e-19	8.875475121609648e-17	8.521146983231931e-19	1.2061386895107095e-16	1.0816121476383177e-18	2.7192046445498245e-17	1.3203256458034358e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.361067706678485e-17	1.3511764343475252e-17	1.2291234636870392e-16	4.5645282423733054e-18	1.1469705153355148e-16	6.782682275281102e-18	1.4114616054377026e-16	4.9278275337921316e-18	2.5654116240076996e-17	6.849241077538367e-18	1.6519961263404206e-16	2.7203880869020058e-17	2.574871650656067e-16	2.164021947585502e-17	2.1746211973942963e-16	4.0786873049023396e-17	1.1027459552195344e-16	1.6919110239205845e-17	1.9563946639269158e-16	2.5186829059259153e-17	nan	nan	nan	nan	nan	nan	nan	nan
57984.860000000466	nan	nan	nan	nan	nan	nan	nan	nan	1.1716540308697506e-16	3.304502615564816e-18	1.0866117717480401e-16	4.898339602352052e-18	1.2038994793290143e-16	4.148489110604635e-18	1.2625072285303747e-16	4.126339040034027e-18	3.2050998606303794e-17	2.843669368430365e-18	9.885757953259424e-17	2.9159875291225638e-18	nan	nan	1.2770940376952568e-16	8.132644479089114e-18	4.9537250284383625e-17	5.825431446287713e-19	8.861210192814063e-17	8.400408026738597e-19	1.2032541676142201e-16	1.0722479168759898e-18	2.717727965211099e-17	1.324060190376628e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.225580474438316e-17	1.376100285701071e-17	1.2250356067666964e-16	4.524230164060966e-18	1.1369020554946715e-16	6.7996653780933145e-18	1.393498138449566e-16	4.8626819001418866e-18	2.5666318748745215e-17	6.847968308678133e-18	1.638942820787307e-16	2.7283209026629497e-17	2.5597497361047436e-16	2.1694622573305735e-17	2.1573910647774507e-16	4.073927638340796e-17	1.0961071152142144e-16	1.698098190813657e-17	1.9424468102289964e-16	2.5259665617973143e-17	nan	nan	nan	nan	nan	nan	nan	nan
57984.87000000047	nan	nan	nan	nan	nan	nan	nan	nan	1.1642978411834417e-16	3.257189073135927e-18	1.0614975147741209e-16	4.718614067719594e-18	1.198372795488517e-16	4.029914751799936e-18	1.2455296436788322e-16	3.9999840514129306e-18	3.1037454425913043e-17	2.7833668654884405e-18	9.82688245028698e-17	2.8531034921840833e-18	nan	nan	1.256798005014789e-16	7.960401018963929e-18	4.945796674652816e-17	5.613304910975022e-19	8.846771600227671e-17	8.286738145401648e-19	1.2003624342887391e-16	1.0636791077860133e-18	2.7161868590964467e-17	1.3283548839851803e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.093038899292896e-17	1.40343333052504e-17	1.2209382993708218e-16	4.485054593467184e-18	1.1270623125264394e-16	6.819610584219146e-18	1.3758404791066972e-16	4.7884767197484744e-18	2.5677925896108274e-17	6.846749983943317e-18	1.6258594877301547e-16	2.7357093339086624e-17	2.5444313242877466e-16	2.1745178155069327e-17	2.1401347254715822e-16	4.0686404722494574e-17	1.0895639855747235e-16	1.7039039758241486e-17	1.9284747297201103e-16	2.532684698462219e-17	nan	nan	nan	nan	nan	nan	nan	nan
57984.88000000047	nan	nan	nan	nan	nan	nan	nan	nan	1.1570046645367287e-16	3.2125616415960444e-18	1.0367402167906161e-16	4.543715818214158e-18	1.192914139886055e-16	3.9152716449892936e-18	1.2288092607464095e-16	3.877707324324133e-18	3.003871740675039e-17	2.7257482049724293e-18	9.768577139906365e-17	2.7927552709863045e-18	nan	nan	1.2367252043012566e-16	7.792265690776598e-18	4.937793801654116e-17	5.408794283547987e-19	8.832159855106092e-17	8.181128082442616e-19	1.1974638687018547e-16	1.0560085286207637e-18	2.7145821330193873e-17	1.3332490060234804e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	8.963314763836257e-17	1.433078043527238e-17	1.2168323796000195e-16	4.447038119697761e-18	1.1174448942278512e-16	6.842035505722292e-18	1.3585253204056659e-16	4.704319322305412e-18	2.56889345512532e-17	6.845586458795365e-18	1.6127472551377946e-16	2.7425523184408075e-17	2.5289199833111647e-16	2.1791865329209176e-17	2.1228539699264819e-16	4.0628210640145786e-17	1.0831154635709229e-16	1.7093274655122812e-17	1.914479858458907e-16	2.5388378491315454e-17	nan	nan	nan	nan	nan	nan	nan	nan
57984.89000000047	nan	nan	nan	nan	nan	nan	nan	nan	1.1497797276619053e-16	3.1710047444669858e-18	1.0123563877785744e-16	4.375162701498545e-18	1.1875229266981204e-16	3.8055724242195835e-18	1.2123585221829563e-16	3.760578714372516e-18	2.905540189281408e-17	2.6712634601504917e-18	9.710853455036881e-17	2.7354443665937944e-18	nan	nan	1.216881634939762e-16	7.629326633308335e-18	4.9297187276427374e-17	5.21453761448279e-19	8.817375450353618e-17	8.084591175416116e-19	1.1945588485308868e-16	1.0493415825239767e-18	2.7129145875316455e-17	1.3387814458980524e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	8.836280011525223e-17	1.46496692342173e-17	1.212718683939303e-16	4.410218945342986e-18	1.1080434207212568e-16	6.8665749741652445e-18	1.3415893746549213e-16	4.609917576146006e-18	2.5699341524247172e-17	6.844478090668976e-18	1.599607247781803e-16	2.7488488475686302e-17	2.513219267415278e-16	2.1834663764090846e-17	2.1055505852008352e-16	4.0564648974250655e-17	1.0767604511690061e-16	1.714367811493132e-17	1.90046362940095e-16	2.5444265993571847e-17	nan	nan	nan	nan	nan	nan	nan	nan
57984.900000000474	nan	nan	nan	nan	nan	nan	nan	nan	1.1426282603443756e-16	3.132912406879998e-18	9.883625591940943e-17	4.21468169967344e-18	1.1821985730743464e-16	3.701926637480837e-18	1.19618988551109e-16	3.64978056731612e-18	2.8088123126360276e-17	2.620387139840384e-18	9.653722854703269e-17	2.6817029638765306e-18	nan	nan	1.1972733089562567e-16	7.472751012513123e-18	4.921573762043049e-17	5.033565210122562e-19	8.802418860565961e-17	7.998152286535296e-19	1.191647749988156e-16	1.0437853604593418e-18	2.711185016972641e-17	1.3449905088613325e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	8.711806739114815e-17	1.4990621944759478e-17	1.2085980473119731e-16	4.37463680671843e-18	1.0988515240801647e-16	6.892977402922689e-18	1.3250693756929738e-16	4.5056195756932136e-18	2.5709143565936166e-17	6.843425238908503e-18	1.5864405873157853e-16	2.7545979639624323e-17	2.497332717201822e-16	2.1873553677601643e-17	2.0882263550849913e-16	4.0495676768394515e-17	1.070497854970444e-16	1.7190242295931632e-17	1.8864274724972919e-16	2.549451586447661e-17	nan	nan	nan	nan	nan	nan	nan	nan
57984.91000000048	nan	nan	nan	nan	nan	nan	nan	nan	1.135555495742892e-16	3.0986840103269866e-18	9.647752849822849e-17	4.064218617138317e-18	1.17694049910725e-16	3.6055366130808385e-18	1.1803158240884217e-16	3.546605131480344e-18	2.713749728570229e-17	2.5736138778747885e-18	9.597196824776599e-17	2.6320896677238757e-18	nan	nan	1.1779062513961438e-16	7.323782523785803e-18	4.913361205649139e-17	4.869302460499413e-19	8.78729054207203e-17	7.922834344820499e-19	1.18873094784617e-16	1.0394475629902366e-18	2.709394209518637e-17	1.3519137185385081e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	8.589767189094772e-17	1.535354680995412e-17	1.2044713031334222e-16	4.340332875071759e-18	1.0898628479551669e-16	6.9210989200571045e-18	1.3090020811076395e-16	4.392466632538607e-18	2.5718337367740686e-17	6.842428264699724e-18	1.573248392354502e-16	2.759798759648607e-17	2.48126385986054e-16	2.190851582690455e-17	2.0708830602235744e-16	4.042125321581899e-17	1.0643265861531822e-16	1.723295999077394e-17	1.8723728147928854e-16	2.5539134989650225e-17	nan	nan	nan	nan	nan	nan	nan	nan
57984.92000000048	nan	nan	nan	nan	nan	nan	nan	nan	1.1285666707100428e-16	3.0687190951609894e-18	9.416111425920814e-17	3.9259346559652545e-18	1.171748127801958e-16	3.517686318593133e-18	1.1647488278706062e-16	3.4524439237111064e-18	2.6204141523053324e-17	2.5314522124020124e-18	9.541286878712967e-17	2.5871829721906642e-18	nan	nan	1.1587865007033878e-16	7.183735466523894e-18	4.9050833507702126e-17	4.725534331035202e-19	8.771990932974766e-17	7.859642621493655e-19	1.1858088154627336e-16	1.0364352624078917e-18	2.7075429472316073e-17	1.3595876189093457e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	8.470033742136742e-17	1.5738620307331472e-17	1.2003392833648435e-16	4.307349637709324e-18	1.081071047201227e-16	6.95089550219045e-18	1.2934242744569336e-16	4.272262093500828e-18	2.5726919561448404e-17	6.8414875309969535e-18	1.5600317785528337e-16	2.7644503741365986e-17	2.4650162093951146e-16	2.193953149871026e-17	2.0535224782379034e-16	4.0341339605620064e-17	1.0582455604107546e-16	1.727182461944136e-17	1.8583010805248422e-16	2.557813076298495e-17	nan	nan	nan	nan	nan	nan	nan	nan
57984.93000000048	nan	nan	nan	nan	nan	nan	nan	nan	1.121667026112761e-16	3.0434112477694767e-18	9.188867339920226e-17	3.802182385282548e-18	1.1666208850465588e-16	3.439721161394181e-18	1.1495014041749083e-16	3.368766306229961e-18	2.5288674002407225e-17	2.494416272354688e-18	9.4860045582965e-17	2.547572165543641e-18	nan	nan	1.1399201091003148e-16	7.0539845370567e-18	4.8967424813754956e-17	4.606314060181932e-19	8.756520453191042e-17	7.809547059403811e-19	1.1828817248059726e-16	1.034853528708043e-18	2.7056320061077466e-17	1.3680475787082063e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	8.352478909552339e-17	1.6146264410284915e-17	1.1962028185668638e-16	4.275730758125599e-18	1.072469787505167e-16	6.982413280147881e-18	1.2783727674895895e-16	4.147655236021941e-18	2.573488671900379e-17	6.840603402445463e-18	1.5467918586846025e-16	2.768551992669083e-17	2.448593266848446e-16	2.1966582500050017e-17	2.0361463838482618e-16	4.02558992711274e-17	1.0522536978939963e-16	1.730683022284415e-17	1.844213691220528e-16	2.5611511083111438e-17	nan	nan	nan	nan	nan	nan	nan	nan
57984.94000000048	nan	nan	nan	nan	nan	nan	nan	nan	1.1148618071531455e-16	3.023141187065897e-18	8.966186866873134e-17	3.695452788073605e-18	1.1615581995824274e-16	3.3730170180469133e-18	1.134586078444728e-16	3.2970848166058894e-18	2.4391713937473306e-17	2.4630153379649017e-18	9.431361434382011e-17	2.5138455384389596e-18	nan	nan	1.1213131429678942e-16	6.935949530425678e-18	4.888340873238748e-17	4.515801369497884e-19	8.740879504490642e-17	7.773463200457804e-19	1.1799500464792808e-16	1.0348039557805846e-18	2.7036621561257167e-17	1.3773276013264171e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	8.236975325744264e-17	1.6577120192344605e-17	1.1920627379530985e-16	4.2455209143934725e-18	1.0640527450132756e-16	7.0157771386199e-18	1.2638844023687684e-16	4.022233492601739e-18	2.5742235352294715e-17	6.83977624529919e-18	1.5335297427212228e-16	2.772102844587195e-17	2.4319985205273703e-16	2.1989651149538972e-17	2.0187565489960057e-16	4.0164897540407133e-17	1.0463499231506501e-16	1.7337971457034203e-17	1.830112065795529e-16	2.5639284350559593e-17	nan	nan	nan	nan	nan	nan	nan	nan
57984.950000000485	nan	nan	nan	nan	nan	nan	nan	nan	1.1081562636893025e-16	3.00826925338436e-18	8.748236547379046e-17	3.608286307219773e-18	1.1565595029742901e-16	3.3189377217336306e-18	1.1200153950148642e-16	3.238905886201059e-18	2.351388162965111e-17	2.4377414590311813e-18	9.377369107637981e-17	2.4865760208519835e-18	nan	nan	1.1029716832267577e-16	6.831074317522007e-18	4.8798807940822917e-17	4.458026544572835e-19	8.725068470534273e-17	7.752232477745855e-19	1.1770141497461952e-16	1.0363831366656143e-18	2.701634161294557e-17	1.3874601433315125e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	8.123395740671951e-17	1.7032018893190897e-17	1.1879198694436248e-16	4.216765615287343e-18	1.0558136059594654e-16	7.051177699497924e-18	1.2499960538951647e-16	3.900605743799461e-18	2.5748961912935986e-17	6.8390064273337e-18	1.520246537910219e-16	2.7751022018034708e-17	2.415235446226732e-16	2.2008720269115813e-17	2.0013547429655285e-16	4.006830168883717e-17	1.0405331650667986e-16	1.7365243588017356e-17	1.8159976206514612e-16	2.566145946558362e-17	nan	nan	nan	nan	nan	nan	nan	nan
57984.96000000049	nan	nan	nan	nan	nan	nan	nan	nan	1.1015556505565379e-16	2.999127592874991e-18	8.535183197777699e-17	3.543145508476997e-18	1.1516242295807998e-16	3.2787818994726015e-18	1.1058019178775328e-16	3.195666704324308e-18	2.265579850605475e-17	2.419055586252587e-18	9.324039209293403e-17	2.466304717407725e-18	nan	nan	1.0849018257187417e-16	6.74079981099404e-18	4.871364503720667e-17	4.436597482171686e-19	8.70908771691068e-17	7.746602829281776e-19	1.174074402555184e-16	1.039681147327903e-18	2.699548779701297e-17	1.3984759446464772e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	8.011613012324051e-17	1.7511951404660673e-17	1.183775039718383e-16	4.189510993874964e-18	1.047746066294511e-16	7.088856763808796e-18	1.2367446317337333e-16	3.7884428411365266e-18	2.5755062792049816e-17	6.838294317754371e-18	1.5069433488536044e-16	2.777549377375505e-17	2.3983075074528394e-16	2.202377317624776e-17	1.9839427325060593e-16	3.9966080893696664e-17	1.0348023568080913e-16	1.7388642487142706e-17	1.8018717697736426e-16	2.5678045826625535e-17	nan	nan	nan	nan	nan	nan	nan	nan
57984.97000000049	nan	nan	nan	nan	nan	nan	nan	nan	1.0950652278886124e-16	2.9960124094775383e-18	8.327193920354475e-17	3.502255864706631e-18	1.1467518165252318e-16	3.253722338084356e-18	1.0919582314494224e-16	3.168662064187415e-18	2.1818087157590596e-17	2.407372964224323e-18	9.271383401883015e-17	2.4535232032491764e-18	nan	nan	1.0671096815892018e-16	6.666531172447879e-18	4.862794254203802e-17	4.454392947949005e-19	8.692937986301153e-17	7.757017543876528e-19	1.171131171564372e-16	1.0447801054885425e-18	2.6974067535393026e-17	1.4103969696055444e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	7.901500099189484e-17	1.8018037009670048e-17	1.1796290742705082e-16	4.163803578622148e-18	1.0398438313146495e-16	7.129091291020778e-18	1.2241670826395556e-16	3.692419732702676e-18	2.5760534320043276e-17	6.8376402870997876e-18	1.4936212775860987e-16	2.7794437241743e-17	2.381218155646411e-16	2.20347936765942e-17	1.9665222819533195e-16	3.9858206190717385e-17	1.0291564357604097e-16	1.7408164627050578e-17	1.7877359248286443e-16	2.5689053329390852e-17	nan	nan	nan	nan	nan	nan	nan	nan
57984.98000000049	nan	nan	nan	nan	nan	nan	nan	nan	1.0886891430631945e-16	2.9990990318695286e-18	8.124436113558011e-17	3.4874330147117495e-18	1.141941703665854e-16	3.2447435444838773e-18	1.0784969413393935e-16	3.1589684927097387e-18	2.100137137708353e-17	2.4030487962118327e-18	9.219413379995035e-17	2.4486558150466815e-18	nan	nan	1.0496010310765389e-16	6.609496156296749e-18	nan	nan	8.676621583928066e-17	7.783025933903098e-19	1.1681848221661816e-16	1.0517528731960484e-18	2.6952087790976435e-17	1.423215620382285e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	7.792930052736421e-17	1.8551492109418212e-17	1.1754827974595885e-16	4.139690042407079e-18	1.0321007371186642e-16	7.171946970018839e-18	1.2123003926872305e-16	3.619984202676001e-18	2.576537276638259e-17	6.837044707140286e-18	1.4802814236532337e-16	2.780784633641557e-17	2.363970830404858e-16	2.2041766057117252e-17	1.9490951533510815e-16	3.974465043254558e-17	1.023594343471746e-16	1.7423807078164412e-17	1.7735914952616965e-16	2.5694492366517974e-17	nan	nan	nan	nan	nan	nan	nan	nan
57984.99000000049	nan	nan	nan	nan	nan	nan	nan	nan	1.0824270758153005e-16	3.008204877519929e-18	7.927037260469758e-17	3.499606633910078e-18	1.1371932771051771e-16	3.252381771003869e-18	1.0654275711314933e-16	3.167161037873494e-18	2.0206126359708865e-17	2.406279774627241e-18	9.168137691277794e-17	2.451943221226684e-18	nan	nan	1.0323802840909327e-16	6.57039662177692e-18	nan	nan	8.660141192318032e-17	7.823873092038439e-19	nan	nan	2.6929555368618472e-17	1.4369155752344081e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	7.685776009890574e-17	1.91135995945406e-17	1.171336929047565e-16	4.117210825977254e-18	1.0245111157266205e-16	7.216580145279411e-18	1.2011815895014669e-16	3.5788795707798216e-18	2.5769575878973812e-17	6.836507808180766e-18	1.4669248841893134e-16	2.781571534630483e-17	2.3465689597040656e-16	2.2044675079634368e-17	1.9316631065725489e-16	3.9625388249059965e-17	1.0181150255932006e-16	1.743556750571249e-17	1.7594398883939796e-16	2.5694373827822478e-17	nan	nan	nan	nan	nan	nan	nan	nan
57985.000000000495	nan	nan	nan	nan	nan	nan	nan	nan	1.0762775933653414e-16	3.0230266217680195e-18	7.734964270891272e-17	3.53778557744871e-18	1.1325056997715721e-16	3.276085776337232e-18	1.0527472509749782e-16	3.1926343915467464e-18	1.943222921727537e-17	2.416840668345176e-18	9.117552197732049e-17	2.4631331250091156e-18	nan	nan	1.01545152027892e-16	6.549697295359186e-18	nan	nan	8.64349947634928e-17	7.878711393085963e-19	nan	nan	2.6906477015756586e-17	1.4514788888283852e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	7.579911185529846e-17	1.9705679443897798e-17	1.167191773692581e-16	4.096381587987042e-18	1.0170694292650421e-16	7.261935342671268e-18	1.1908237630092863e-16	3.575438059463278e-18	2.5773147502869227e-17	6.8360292512364575e-18	1.453552753995246e-16	2.7818038923254473e-17	2.329015960119563e-16	2.204350597480779e-17	1.9142278994416357e-16	3.9500396009497767e-17	1.0127174318217661e-16	1.7443444167266807e-17	1.745282509519798e-16	2.5688709101102923e-17	nan	nan	nan	nan	nan	nan	nan	nan
57985.0100000005	nan	nan	nan	nan	nan	nan	nan	nan	1.0702392687146453e-16	3.043225247076314e-18	7.548144145291695e-17	3.600094927709202e-18	1.127878080759086e-16	3.3148562833085452e-18	1.0404500294181805e-16	3.2342826685568228e-18	1.8679408486572736e-17	2.434348401454025e-18	9.067649614776887e-17	2.4817896673427285e-18	nan	nan	9.98818835876908e-17	6.5477136748803406e-18	nan	nan	8.626699083426388e-17	7.946620117062704e-19	nan	nan	2.68828594228356e-17	1.4668861905884309e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	7.475208864962499e-17	2.032906106203553e-17	1.1630475254266361e-16	4.0772076212426745e-18	1.00977014781475e-16	7.306989558092108e-18	1.1811441215232733e-16	3.610966356677415e-18	2.5776092961647948e-17	6.835608555927443e-18	1.4401661256162546e-16	2.781481207236086e-17	2.3113152370472125e-16	2.2038244436565036e-17	1.896791287854134e-16	3.936965178633789e-17	1.007400515840965e-16	1.7447435910791072e-17	1.731120762003628e-16	2.5677510073493185e-17	nan	nan	nan	nan	nan	nan	nan	nan
57985.0200000005	nan	nan	nan	nan	nan	nan	nan	nan	1.0643106805653883e-16	3.0684338826055563e-18	7.36650419235171e-17	3.684253985026598e-18	1.1233095317399563e-16	3.3675061796197375e-18	1.0285299770479241e-16	3.290783394819034e-18	1.7947393951490392e-17	2.4583611016236823e-18	9.018422690600271e-17	2.507409969479455e-18	nan	nan	9.824863439722197e-17	6.564600607755356e-18	nan	nan	8.609742643654102e-17	8.0266252776322615e-19	nan	nan	2.6858709223729893e-17	1.4831168815033374e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.1589043591809914e-16	4.059675447342458e-18	1.0026077490850454e-16	7.350764533428638e-18	1.172035931502726e-16	3.684493172818234e-18	2.5778417518123132e-17	6.8352452432462116e-18	1.4267660894194653e-16	2.780603014261741e-17	2.293470184923334e-16	2.2028876616948396e-17	1.879355025898756e-16	3.923313532089481e-17	1.0021632352639125e-16	1.74475421731898e-17	1.7169560473770642e-16	2.5660789133353616e-17	nan	nan	nan	nan	nan	nan	nan	nan
57985.0300000005	nan	nan	nan	nan	nan	nan	nan	nan	1.0584904132407277e-16	3.098265683621039e-18	7.189972024770115e-17	3.7877503030506956e-18	1.1187991669158776e-16	3.4327231747582154e-18	1.0169811861448863e-16	3.3606739421558756e-18	1.7235916627482182e-17	2.488392879309309e-18	8.96986420576911e-17	2.539441956509997e-18	nan	nan	9.66457248896688e-17	6.60023724230558e-18	nan	nan	8.592632770010273e-17	8.117718706599277e-19	nan	nan	2.6834032996162748e-17	1.5001493265541262e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.1547624679485217e-16	4.04375513509303e-18	9.955767180897033e-17	7.392336363058479e-18	1.1634072662200375e-16	3.793101964360241e-18	2.5780126374655112e-17	6.834938835729751e-18	1.4133537336713784e-16	2.779168881822539e-17	2.275484187444255e-16	2.201538912139218e-17	1.8619208659780645e-16	3.909082799057636e-17	9.970045515751208e-17	1.7443762979351942e-17	1.7027897654356614e-16	2.563855917269336e-17	nan	nan	nan	nan	nan	nan	nan	nan
57985.0400000005	nan	nan	nan	nan	nan	nan	nan	nan	1.0527770566051981e-16	3.132321378595342e-18	7.01847555508326e-17	3.9079995498212275e-18	1.1143461029680426e-16	3.509130619963763e-18	1.0057977703397756e-16	3.4424250038636277e-18	1.65447087460843e-17	2.5239287243775192e-18	8.921966972839023e-17	2.577302168982095e-18	nan	nan	9.507310688187907e-17	6.6539039252022906e-18	nan	nan	8.575372058517883e-17	8.2188756447672205e-19	nan	nan	2.6808837262122647e-17	1.5179610403250202e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.1506220500407837e-16	4.029413573159768e-18	9.88671546822219e-17	7.43084279130082e-18	1.155225321187551e-16	3.9299239628675006e-18	2.578122467346144e-17	6.834688857627011e-18	1.3999301446152207e-16	2.777178411053839e-17	2.2573606177854777e-16	2.199776900442553e-17	1.8444905589293219e-16	3.8942712777760035e-17	9.919234300728388e-17	1.743609894168484e-17	1.6886233143356642e-16	2.5610833590117042e-17	nan	nan	nan	nan	nan	nan	nan	nan
57985.050000000505	nan	nan	nan	nan	nan	nan	nan	nan	1.0471692059853214e-16	3.170196193310114e-18	6.851942991498901e-17	4.042472905682115e-18	1.1099494590092162e-16	3.5953408079085944e-18	9.949738642705228e-17	3.5345038240139616e-18	1.5873503739488725e-17	2.5644385125904875e-18	8.874723835968779e-17	2.620392319706219e-18	nan	nan	9.35306413344269e-17	6.724634482586047e-18	nan	nan	8.55796308841621e-17	8.329070317507996e-19	nan	nan	2.6783128488276883e-17	1.5365288637820611e-18	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.1464833028184465e-16	4.016617807678109e-18	9.818867339317247e-17	7.465488580735479e-18	1.1474720912583424e-16	4.087205964734669e-18	2.5781717496923876e-17	6.834494835061816e-18	1.3864964065481967e-16	2.7746312350608418e-17	2.2391028388201506e-16	2.197600376580437e-17	1.8270658541452248e-16	3.878877424024628e-17	9.869188398119369e-17	1.742455126013782e-17	1.6744580906906476e-16	2.55776262942937e-17	nan	nan	nan	nan	nan	nan	nan	nan
