MJD	Bessell_B	Bessell_B_err	Bessell_I	Bessell_I_err	Bessell_R	Bessell_R_err	Bessell_U	Bessell_U_err	Bessell_V	Bessell_V_err	sdss_g'	sdss_g'_err	sdss_i'	sdss_i'_err	sdss_r'	sdss_r'_err	sdss_z'	sdss_z'_err
56479.380000001234	5.304221594272748e-15	1.3199065607402064e-16	2.0745962526162052e-15	1.1402883549717383e-17	3.8947515445109805e-15	2.3491065644906088e-17	3.2225374223059613e-15	1.33071833044016e-16	5.0829549014097435e-15	3.823337253320742e-17	5.248766996613353e-15	2.2926694590749942e-17	2.519446418282609e-15	1.826637802790151e-17	4.276116486459753e-15	1.5434821078844146e-17	1.6972690863376287e-15	2.612984082339998e-17
56479.43000000124	5.2765115029381534e-15	1.3006728823566797e-16	2.0737256172209904e-15	1.1378735078449793e-17	3.89002355535966e-15	2.3389203876326627e-17	3.1993179390881695e-15	1.1947666315120868e-16	5.071529720708309e-15	3.792673718044293e-17	5.2311315056521994e-15	2.2972973065867854e-17	2.5184511173693646e-15	1.8252208964988094e-17	4.2705302163379976e-15	1.5332414712170824e-17	1.6966880376720436e-15	2.6141258087866255e-17
56479.48000000124	5.248730502386936e-15	1.280709061177897e-16	2.072790731314111e-15	1.1356505916433158e-17	3.885181748665866e-15	2.3283619627376323e-17	3.176088356541879e-15	1.063070305046857e-16	5.05995785265956e-15	3.760867899666925e-17	5.213423743841054e-15	2.3009119531959425e-17	2.517357641807996e-15	1.8223220715664806e-17	4.264807449146243e-15	1.5228477596120593e-17	1.6960528360838329e-15	2.6153402202235362e-17
56479.53000000124	5.220882105000809e-15	1.260049728422506e-16	2.0717913470449474e-15	1.1336456884616236e-17	3.880225904814148e-15	2.3174596414420122e-17	3.152848784310218e-15	9.378060889388173e-17	5.0482392377948264e-15	3.727961844054202e-17	5.1956439534944876e-15	2.303499625063435e-17	2.516164687418587e-15	1.8179907924671107e-17	4.258948039141186e-15	1.5123417814673448e-17	1.6953636906302045e-15	2.6166667568395193e-17
56479.580000001246	5.192969819652412e-15	1.2387316380148474e-16	2.0707272165353984e-15	1.1318851883429452e-17	3.87515580412569e-15	2.3062432790064132e-17	3.129599318798087e-15	8.223351567991312e-17	5.036373816520212e-15	3.6940006587372015e-17	5.177792376831209e-15	2.3050561282850933e-17	2.51487094862638e-15	1.8122878176809338e-17	4.252951840591734e-15	1.5017690492897872e-17	1.6946208097855519e-15	2.6181473788651125e-17
56479.63000000125	5.164997151823999e-15	1.2167937489783623e-16	2.0695980919025332e-15	1.1303956853941415e-17	3.869971226910229e-15	2.2947442432186503e-17	3.1063400432719125e-15	7.218245071194517e-17	5.024361529100811e-15	3.6590326349901866e-17	5.1598692559726435e-15	2.3055868659636273e-17	2.5134751184452037e-15	1.8052852127203715e-17	4.2468187077141565e-15	1.491179864772596e-17	1.693824401443095e-15	2.6198264153004028e-17
56479.68000000125	5.136967603727753e-15	1.194277309220214e-16	2.068403725218996e-15	1.1292038649298197e-17	3.8646719534492235e-15	2.2829954275589972e-17	3.0830710279577445e-15	6.437993957884829e-17	5.01220231565984e-15	3.6231093754232275e-17	5.141874833085995e-15	2.305106882858064e-17	2.511975888460588e-15	1.797066344746159e-17	4.240548494676147e-15	1.480629386116147e-17	1.6929746729171979e-15	2.6217503885270543e-17
56479.730000001255	5.10888467442487e-15	1.1712259391635604e-16	2.0671438685435403e-15	1.1283363807559712e-17	3.8592577639516346e-15	2.271031255395645e-17	3.0597923301379133e-15	5.976189935690062e-17	4.999896116197593e-15	3.586285929385476e-17	5.12380935025263e-15	2.303640930729108e-17	2.5103719488125922e-15	1.7877258422989358e-17	4.234141055596813e-15	1.470177653936369e-17	1.6920718309454557e-15	2.6239678137821238e-17
56479.78000000126	5.08075185994501e-15	1.1476857131280203e-16	2.065818273914112e-15	1.1278197247433793e-17	3.853728438658821e-15	2.2588876795832853e-17	3.036504014577256e-15	5.912255133548783e-17	4.987442870568852e-15	3.548620934098654e-17	5.105673049555345e-15	2.301223560448756e-17	2.5086619881793884e-15	1.7773695000405247e-17	4.2275962445912645e-15	1.4598895861339215e-17	1.6911160816907554e-15	2.6265289726743365e-17
56479.83000000126	5.052572653405585e-15	1.1237052356327073e-16	2.0644266933409266e-15	1.1276800869563844e-17	3.84808375772255e-15	2.2466021790145446e-17	3.0132069236726355e-15	6.253736628525474e-17	4.974842518498597e-15	3.51017676191118e-17	5.087466173025433e-15	2.2978992301032093e-17	2.5068446937598474e-15	1.766114104323078e-17	4.220913915717919e-15	1.449834921966986e-17	1.6901076307433154e-15	2.629485660164548e-17
56479.88000000126	5.024350545131153e-15	1.0993357088995343e-16	2.0629688788057583e-15	1.1279432102020609e-17	3.842323501297782e-15	2.2342137420513445e-17	2.9899029139986296e-15	6.926904345276637e-17	4.962094999567146e-15	3.4710196724759095e-17	5.069188962634095e-15	2.293722433494639e-17	2.504918751256699e-15	1.754087151040801e-17	4.2140939229744615e-15	1.4400881082396667e-17	1.6890466831229448e-15	2.63289090467909e-17
56479.930000001266	4.996089022772453e-15	1.0746309866865834e-16	2.0614445822762512e-15	1.1286342381918457e-17	3.836447449500106e-15	2.2217628452336485e-17	2.9665938985032323e-15	7.833738961083178e-17	4.949200253229662e-15	3.431219968753521e-17	5.050841660359688e-15	2.2887578344217835e-17	2.5028828448599555e-15	1.741426422631437e-17	4.207136120358626e-15	1.430728116822538e-17	1.6879334432809271e-15	2.6367986614654414e-17
56479.98000000127	4.9677915714252105e-15	1.049647608148005e-16	2.0598535936585975e-15	1.1297756897285065e-17	3.8304554307658604e-15	2.2092906970687354e-17	2.943281778213172e-15	8.89156491228837e-17	4.936158218799349e-15	3.3908521520148893e-17	5.0324245081047426e-15	2.283080407629118e-17	2.5007356572294275e-15	1.7282793865117276e-17	4.200040361819565e-15	1.421838179466738e-17	1.6867681185452207e-15	2.6412621038830333e-17
56480.03000000127	4.939461613797248e-15	1.0244445169615315e-16	2.0581960948310655e-15	1.1313698888128451e-17	3.824347772538795e-15	2.1968324271538278e-17	2.919968442555829e-15	1.0042603458786006e-16	4.922968835828127e-15	3.349995064569427e-17	5.013937747751758e-15	2.2767755716225042e-17	2.4984758694780777e-15	1.7148023730771855e-17	4.192806501205168e-15	1.413505442194715e-17	1.6855509948684203e-15	2.6463030335367425e-17
56480.080000001275	4.911098747485675e-15	9.990650594333343e-17	2.056472498902126e-15	1.133406884311905e-17	3.818125096698737e-15	2.1844201585229905e-17	2.8966557696797686e-15	1.124918817606417e-16	4.909632123095472e-15	3.308728414641895e-17	4.99538162110598e-15	2.269939306012333e-17	2.4961021611549027e-15	1.701159488297408e-17	4.185434392448473e-15	1.4058205004496766e-17	1.684282436830839e-15	2.651911807307392e-17
56480.13000000128	4.882696508909977e-15	9.735265336621491e-17	2.054683221950894e-15	1.1358757876514448e-17	3.811788028844268e-15	2.1720873927529305e-17	2.873345626773876e-15	1.2487052433235605e-16	4.896148276326509e-15	3.267128469334797e-17	4.976756370055632e-15	2.2626782367720562e-17	2.493613210227878e-15	1.6875212142406303e-17	4.177923889304268e-15	1.3988768436446258e-17	1.6829628118981614e-15	2.658077782823485e-17
56480.18000000128	4.854247894850327e-15	9.478472407191021e-17	2.0528286800206454e-15	1.1387650195885125e-17	3.805337194632544e-15	2.1598690747486196e-17	2.850039870385125e-15	1.3740339273539842e-16	4.8825175150628114e-15	3.22527531765494e-17	4.958062236078318e-15	2.2551096368854268e-17	2.4910076930112783e-15	1.6740626361259897e-17	4.1702748457462e-15	1.3927701623722598e-17	1.6815924869819944e-15	2.6647908861285477e-17
56480.230000001284	4.825745899345457e-15	9.220498202953172e-17	2.050909289136712e-15	1.1420624109575978e-17	3.798773219585744e-15	2.1478015855965487e-17	2.8267403467350883e-15	1.4998429212084418e-16	4.868740058714568e-15	3.183254208178914e-17	4.9392993977262005e-15	2.2473515461337555e-17	2.4882841202714513e-15	1.660915262588648e-17	4.162487522061852e-15	1.3875827133189384e-17	1.6801718284436257e-15	2.67204178119901e-17
56480.28000000129	4.7971835134752965e-15	8.961620749034755e-17	2.0489254653129147e-15	1.1457552965820042e-17	3.792096729288268e-15	2.1359227309263677e-17	2.8034488920350565e-15	1.6254010125384684e-16	4.854816126554379e-15	3.141155776908415e-17	4.9204678859556794e-15	2.2395095450017783e-17	2.4854404768761825e-15	1.648064503583264e-17	4.15456347827973e-15	1.3833500423116709e-17	1.6787012020980042e-15	2.6798220167913237e-17
56480.33000000129	4.7685537251433746e-15	8.702178604119829e-17	2.0468776245160254e-15	1.1498306122420504e-17	3.7853083492152115e-15	2.1242717043308677e-17	2.7801673328000287e-15	1.7501905487536841e-16	4.840745937726366e-15	3.099076259105913e-17	4.901567710609219e-15	2.2316968910714418e-17	2.4824746414512065e-15	1.635469094054032e-17	4.146504533690943e-15	1.3800989772472642e-17	1.677180973217028e-15	2.688124150482422e-17
56480.38000000129	4.739849518859583e-15	8.442580527742298e-17	2.044766182712054e-15	1.154274981982765e-17	3.778408704859938e-15	2.112889043331994e-17	2.7568974861613657e-15	1.873835246860314e-16	4.826529711223616e-15	3.0571176760930695e-17	4.882598881552187e-15	2.2240380787194555e-17	2.479384490934962e-15	1.623092692381001e-17	4.1383125075663905e-15	1.3778572291368334e-17	1.675611506533451e-15	2.6969418499436795e-17
56480.430000001295	4.71106387552255e-15	8.183315999094406e-17	2.04259155582877e-15	1.1590748050247265e-17	3.7713984216789784e-15	2.1018165641850286e-17	2.7336411601783395e-15	1.9960547596913246e-16	4.812167665926607e-15	3.015387994768882e-17	4.863561408514024e-15	2.216668969927092e-17	2.476167900550386e-15	1.6109059110496015e-17	4.129989219059504e-15	1.3766534655646701e-17	1.6739931662446508e-15	2.7062699715793282e-17
56480.4800000013	4.682189772201942e-15	7.924966652869301e-17	2.04035415978078e-15	1.1642163357615386e-17	3.7642781250692155e-15	2.0910972794632292e-17	2.7104001541484542e-15	2.116635405609994e-16	4.797660020552693e-15	2.974001239680851e-17	4.844455301312882e-15	2.2097367820775798e-17	2.472822743778456e-15	1.5988881493381132e-17	4.121536487364278e-15	1.3765173378483682e-17	1.6723263160161644e-15	2.7161046168090508e-17
56480.5300000013	4.653220181920614e-15	7.66821864865415e-17	2.0380544104585373e-15	1.1696857579866988e-17	3.7570484404500886e-15	2.0807752949475044e-17	2.6871762589166935e-15	2.2354108669923157e-16	4.7830069937174125e-15	2.93307755583909e-17	4.825280569620981e-15	2.2033999098410928e-17	2.469346892330172e-15	1.5870292172111298e-17	4.112956131638289e-15	1.377479442144515e-17	1.6706113189854599e-15	2.726443166355697e-17
56480.580000001304	4.624148073436971e-15	7.413875904445372e-17	2.0356927237190375e-15	1.1754692544220986e-17	3.749709993140987e-15	2.0708956847409012e-17	2.663971257183638e-15	2.3522491756849044e-16	4.768208803873917e-15	2.892743201352411e-17	4.80603722315775e-15	2.1978275485994174e-17	2.465738216119472e-15	1.575330739342115e-17	4.104249970954068e-15	1.3795712405967576e-17	1.6688485377655181e-15	2.737284292995346e-17
56480.63000000131	4.594966411026772e-15	7.162873983392748e-17	2.033269515414698e-15	1.1815530693915589e-17	3.742263408510653e-15	2.0615043477474727e-17	2.640786923812509e-15	2.467043752556313e-16	4.7532656693573466e-15	2.853130455922883e-17	4.7867252715124306e-15	2.1931990863095563e-17	2.461994583235305e-15	1.563807326642892e-17	4.095419824351766e-15	1.3828249179914281e-17	1.6670383344487149e-15	2.7486279533008422e-17
56480.68000000131	4.5656681542650674e-15	6.9162942026091e-17	2.030785201358273e-15	1.1879235637090673e-17	3.73470931184166e-15	2.0526478355225918e-17	2.6176250261352336e-15	2.5797071176887666e-16	4.738177808364995e-15	2.8143774302041094e-17	4.767344724350089e-15	2.1897032436983653e-17	2.4581138599146276e-15	1.552487499801139e-17	4.086467510912112e-15	1.3872731977115852e-17	1.6651810706102429e-15	2.7604753589878895e-17
56480.73000000131	4.536246257808111e-15	6.675377205720994e-17	2.0282401973541124e-15	1.1945672669577618e-17	3.727048328407127e-15	2.0443731631220754e-17	2.594487324257417e-15	2.6901663956171765e-16	4.7229454389568e-15	2.7766277517024917e-17	4.7478955912313524e-15	2.1875369286429652e-17	2.4540939105148995e-15	1.541414344733773e-17	4.077394849561892e-15	1.3929491006735886e-17	1.6632771073119663e-15	2.7728289285323644e-17
56480.780000001316	4.506693671174856e-15	6.441534775756244e-17	2.025634919177648e-15	1.2014709194537322e-17	3.719281083401229e-15	2.036727588085594e-17	2.5713755713624196e-15	2.7983600499793896e-16	4.7075687790644326e-15	2.7400301119794517e-17	4.7283778816639105e-15	2.1869037889542827e-17	2.4499325974861676e-15	1.530645874935453e-17	4.068203659304933e-15	1.3998856619996983e-17	1.6613268051059757e-15	2.785692219780739e-17
56480.83000000132	4.477003338528543e-15	6.216358038796219e-17	2.0229697825842175e-15	1.2086215104548364e-17	3.711408202116703e-15	2.029758376370883e-17	2.548291514014454e-15	2.904235475006087e-16	4.692048046478746e-15	2.704737652583816e-17	4.708791605169763e-15	2.1880124588794728e-17	2.4456277813439838e-15	1.5202550695626248e-17	4.058895759035703e-15	1.4081156143704574e-17	1.6593305240382736e-15	2.7990698443334394e-17
56480.88000000132	4.44716819845804e-15	6.001619421989411e-17	2.0202452033047708e-15	1.2160063086640065e-17	3.703430309693805e-15	2.0235125328481024e-17	2.5252368924607666e-15	3.007747193930373e-16	4.6763834588692506e-15	2.6709071670779952e-17	4.689136771262328e-15	2.1910744947285054e-17	2.441177320641425e-15	1.510329550597368e-17	4.04947296768113e-15	1.4176710429018195e-17	1.6572886236525786e-15	2.812967364551841e-17
56480.930000001325	4.417181183759161e-15	5.79926483564591e-17	2.01746159704992e-15	1.2236128892279975e-17	3.6953480312765836e-15	2.0180365243100354e-17	2.5022134409329715e-15	3.108855493791195e-16	4.660575233764566e-15	2.6386981085666074e-17	4.669413389287624e-15	2.196302026414035e-17	2.436579071942007e-15	1.5009708575470413e-17	4.039937104066886e-15	1.4285830021643295e-17	1.6552014629936308e-15	2.827391174051707e-17
56480.98000000133	4.387035221215674e-15	5.611391699307422e-17	2.0146193795183007e-15	1.2314291515075424e-17	3.687161992009294e-15	2.013375970649126e-17	2.4792228879474722e-15	3.2075253784131603e-16	4.644623588559796e-15	2.6082713793795873e-17	4.649621468726167e-15	2.2039051552661103e-17	2.4318308897917263e-15	1.4922932754821972e-17	4.030289987014638e-15	1.440881141962263e-17	1.6530694006112678e-15	2.842348362633248e-17
56481.03000000133	4.356723231380163e-15	5.440207919926459e-17	2.0117189663729427e-15	1.2394433345145395e-17	3.678872816993506e-15	2.0095753252141858e-17	2.4562669566051345e-15	3.3037257563851404e-16	4.628528740516967e-15	2.5797879028519315e-17	4.629761018892503e-15	2.2140891591641e-17	2.4269306266917032e-15	1.4844221727916646e-17	4.020533435354204e-15	1.454593310282165e-17	1.650892794563743e-15	2.857846566640481e-17
56481.08000000133	4.3262381283550264e-15	5.2879672196773534e-17	2.0087607732651345e-15	1.2476440273658202e-17	3.6704811312668824e-15	2.0066775418370634e-17	2.4333473648901165e-15	3.3974288047035116e-16	4.6122909067771455e-15	2.5534069689352603e-17	4.6098320490968906e-15	2.2270515754477465e-17	2.4218761330702523e-15	1.4774918101387892e-17	4.010669267830355e-15	1.4697451706135766e-17	1.648672002421431e-15	2.873893805749306e-17
56481.130000001336	4.295572819572985e-15	5.156877879007566e-17	2.0057452158181982e-15	1.2560201712786779e-17	3.661987559888113e-15	2.004723727964369e-17	2.4104658259679555e-15	3.4886094652054787e-16	4.59591030432834e-15	2.5292843667435938e-17	4.589834568669621e-15	2.2429792555726585e-17	2.416665257255606e-15	1.4716425932660876e-17	4.0006993031716956e-15	1.4863598247063947e-17	1.6464073812707415e-15	2.8904983073116176e-17
56481.18000000134	4.264720205577274e-15	5.0489855040841656e-17	2.0026727096401317e-15	1.2645610617536314e-17	3.653392727893269e-15	2.003752794746152e-17	2.3876240484829376e-15	3.5772450424379522e-16	4.579387150048766e-15	2.507570325773446e-17	4.5697685868937714e-15	2.2620454928688114e-17	2.411295845448023e-15	1.4670177598312535e-17	3.990625360070416e-15	1.5044574651507968e-17	1.6440992877172315e-15	2.907668319327654e-17
56481.23000000134	4.233674062958889e-15	4.9658971440345674e-17	1.9995436814185666e-15	1.2732559554549722e-17	3.644697296286638e-15	2.0037981155659568e-17	2.3648237368547407e-15	3.6633148797758577e-16	4.5627218174093325e-15	2.488399192724282e-17	4.5496341906733375e-15	2.284397310077389e-17	2.405766053846964e-15	1.4637474666829053e-17	3.980449244458627e-15	1.5240514398950633e-17	1.6417480825003923e-15	2.925411123545336e-17
56481.280000001345	4.202441375677396e-15	4.906719669339624e-17	1.9963587238286273e-15	1.282088655114635e-17	3.635902465556501e-15	2.0048454806058828e-17	2.3420665915744276e-15	3.746800096458469e-16	4.5459170249753616e-15	2.471774297079764e-17	4.529432630645128e-15	2.31001360777143e-17	2.4000787072405547e-15	1.4617769810444368e-17	3.9701725712922125e-15	1.5450977456914796e-17	1.639354305123668e-15	2.943702943414222e-17
56481.33000000135	4.171039293298111e-15	4.868553144699571e-17	1.9931185573476187e-15	1.2910388668553809e-17	3.6270098514837004e-15	2.0068434929043576e-17	2.3193543094997893e-15	3.82768337246829e-16	4.5289772965480995e-15	2.4575956175056822e-17	4.509166053136164e-15	2.338740669151979e-17	2.3942402238397946e-15	1.460909339804537e-17	3.959796808564919e-15	1.5675080161842372e-17	1.63691872745861e-15	2.962479801653524e-17
56481.38000000135	4.139485220551583e-15	4.8481871115712414e-17	1.989823905714806e-15	1.3000865934089619e-17	3.61802108049607e-15	2.0097375153117958e-17	2.296688584150103e-15	3.905948771288331e-16	4.511907202257178e-15	2.445752050771503e-17	4.488836627458845e-15	2.3704079117956023e-17	2.388257112287105e-15	1.4609455412311823e-17	3.949323420445338e-15	1.5911910960877243e-17	1.6344421364773647e-15	2.981675028350072e-17
56481.43000000135	4.107796556223608e-15	4.842294960900789e-17	1.9864754926434002e-15	1.3092122877744251e-17	3.608937778946783e-15	2.013470990868403e-17	2.274071106000256e-15	3.9815815928853353e-16	4.494711312092234e-15	2.4361254049220826e-17	4.468446522945609e-15	2.4048343159168133e-17	2.3821358792502942e-15	1.4616929783231216e-17	3.938753871069693e-15	1.6160551549501156e-17	1.6319253187002248e-15	3.00122223451379e-17
56481.48000000136	4.075990693720968e-15	4.8475746386397763e-17	1.9830740418351032e-15	1.3183968853924546e-17	3.59976157324287e-15	2.0179858552672222e-17	2.251503562774381e-15	4.0545682509898036e-16	4.4773941959284735e-15	2.4285920488784627e-17	4.44799790884448e-15	2.4418316868542334e-17	2.375883029507437e-15	1.4629697387616157e-17	3.928089624541839e-15	1.6420086035302057e-17	1.6293690602032558e-15	3.0210555884337875e-17
56481.53000000136	4.044085021637483e-15	4.860865473287312e-17	1.9796202769717684e-15	1.3276218320778903e-17	3.590494089678101e-15	2.0232229360650103e-17	2.2289876397389225e-15	4.1248961700446676e-16	4.4599604235507804e-15	2.4230245617050707e-17	4.42749295438345e-15	2.4812076262099683e-17	2.3695050660310686e-15	1.464608330838206e-17	3.917332144957566e-15	1.6689608702592648e-17	1.626774146626468e-15	3.041110060886503e-17
56481.58000000136	4.012096924319502e-15	4.8792361687201117e-17	1.976114921708226e-15	1.3368691052474408e-17	3.581136954582993e-15	2.0291223385114182e-17	2.2065250199952504e-15	4.192553698184642e-16	4.442414564604635e-15	2.4192933531679746e-17	4.406933828789088e-15	2.522768164445922e-17	2.3630084900729105e-15	1.4664588571561697e-17	3.9064828963924616e-15	1.6968230460471222e-17	1.6241413631814438e-15	3.061321640537313e-17
56481.630000001365	3.980043782431697e-15	4.9000444026542365e-17	1.9725586996954414e-15	1.3461212335877641e-17	3.5716917942556284e-15	2.0356238000284754e-17	2.184117384771776e-15	4.25753003336498e-16	4.424761188658717e-15	2.4172682164421675e-17	4.3863227012293e-15	2.566320029381466e-17	2.3563998012483793e-15	1.4683916814568653e-17	3.8955433428492184e-15	1.7255084004965178e-17	1.6214714946597416e-15	3.08162752118644e-17
56481.68000000137	3.947942973522037e-15	4.920971988006659e-17	1.9689523345482964e-15	1.3553613095056248e-17	3.562160234934877e-15	2.042667026688096e-17	2.1617664137156633e-15	4.319815160345144e-16	4.40700486516705e-15	2.416819784719778e-17	4.365661740882011e-15	2.61167254175912e-17	2.3496854976210536e-15	1.4702996477115116e-17	3.884514948367035e-15	1.7549327984852553e-17	1.6187653254403058e-15	3.101966262701125e-17
56481.73000000137	3.915811872587963e-15	4.9400411711641875e-17	1.9652965498780492e-15	1.3645729998504672e-17	3.55254390288757e-15	2.050191994674768e-17	2.1394737851841195e-15	4.379399796687031e-16	4.389150163487049e-15	2.4178208658020095e-17	4.344953116845027e-15	2.658639151960216e-17	2.342872075787084e-15	1.4720999152714735e-17	3.8733991769000775e-15	1.7850150027427717e-17	1.6160236394978193e-15	3.1222779275937107e-17
56481.780000001374	3.883667852640837e-15	4.955617822849928e-17	1.9615920692713154e-15	1.3737405541540667e-17	3.5428444243343562e-15	2.0581392331727182e-17	2.1172411765353405e-15	4.436275346284732e-16	4.371201652900876e-15	2.4201476425006197e-17	4.324198998233323e-15	2.7070386488238834e-17	2.3359660309595774e-15	1.4737354713716352e-17	3.8621974924349635e-15	1.8156768896749666e-17	1.6132472204103635e-15	3.142504195256458e-17
56481.83000000138	3.851528285271577e-15	4.966406610363221e-17	1.9578396162991627e-15	1.382848807774269e-17	3.5330634254421404e-15	2.0664500665001333e-17	2.095070264419074e-15	4.490433859223441e-16	4.353163902584814e-15	2.4236807247869265e-17	4.303401554151862e-15	2.7566960616521908e-17	2.328973857053461e-15	1.4751763737723715e-17	3.850911358893536e-15	1.8468435971200245e-17	1.6104368513674405e-15	3.1625884559266996e-17
56481.88000000138	3.81941054121604e-15	4.971442211597658e-17	1.954039914510648e-15	1.3918831848236788e-17	3.5232025323916055e-15	2.0750668380937482e-17	2.072962725066899e-15	4.541867996986631e-16	4.33504148164424e-15	2.428306045561814e-17	4.282562953609749e-15	2.807443310306797e-17	2.321902046769411e-15	1.476420763306426e-17	3.83954224016931e-15	1.878443598952924e-17	1.6075933151779248e-15	3.182475886357012e-17
56481.93000000138	3.787331990919888e-15	4.9700795576058216e-17	1.950193687443802e-15	1.4008296982136035e-17	3.5132633713400652e-15	2.0839330967132112e-17	2.0509202345821973e-15	4.590571002210601e-16	4.31683895910174e-15	2.4339156086165693e-17	4.261685365689059e-15	2.8591196243303594e-17	2.314757091678434e-15	1.477495669752147e-17	3.828091600208528e-15	1.9104087369272873e-17	1.6047173942777726e-15	3.2021135091585654e-17
56481.980000001386	3.755310005103927e-15	4.961985130693113e-17	1.9463016586210946e-15	1.4096749478918136e-17	3.5032475684165526e-15	2.0929937686860032e-17	2.0289444692299e-15	4.636536672325621e-16	4.298560903905123e-15	2.4404080805452226e-17	4.240770959378872e-15	2.911571781208401e-17	2.3075454823065747e-15	1.4784576156272097e-17	3.816560902795397e-15	1.942674200949056e-17	1.601809870738328e-15	3.221450237686854e-17
56482.03000000139	3.723361955329249e-15	4.947130545319073e-17	1.9423645515351157e-15	1.4184061176931246e-17	3.4931567497147325e-15	2.1021952902291566e-17	2.007037105725974e-15	4.679759336539228e-16	4.280211884935416e-15	2.4476892417451778e-17	4.219821903672557e-15	2.964654190122458e-17	2.3002737082187903e-15	1.479393001658246e-17	3.804951611827629e-15	1.975178482935994e-17	1.5988715262738295e-15	3.2404369082016964e-17
56482.08000000139	3.691505214562279e-15	4.925788980352749e-17	1.9383830896846075e-15	1.4270109706403656e-17	3.4829925413545603e-15	2.1114857278213445e-17	1.9851998215267488e-15	4.72023383570949e-16	4.261796471003546e-15	2.4556723016136015e-17	4.1988403675692176e-15	3.0182288574503254e-17	2.292948258103761e-15	1.480418236180925e-17	3.793265191093578e-15	2.0078633017184877e-17	1.595903142249428e-15	3.259026300983779e-17
56482.130000001394	3.659757157740108e-15	4.898534459347123e-17	1.934357996530082e-15	1.4354778446536014e-17	3.472756569369847e-15	2.1208148709222847e-17	1.963434295118023e-15	4.75795550473303e-16	4.243319230856855e-15	2.464278086857655e-17	4.177828520015014e-15	3.072165258547556e-17	2.285575619858156e-15	1.481679548735324e-17	3.7815031044262124e-15	2.040673506780361e-17	1.5929054996893287e-15	3.277173151889775e-17
56482.1800000014	3.628135162335801e-15	4.866243424673452e-17	1.9302899955272325e-15	1.4437956450208647e-17	3.46245045983083e-15	2.1301343089943848e-17	1.941742206304095e-15	4.792920157133689e-16	4.224784733197648e-15	2.473435117465134e-17	4.156788529961835e-15	3.126340139273856e-17	2.27816228067089e-15	1.4833524075991252e-17	3.769666815561306e-15	2.073556971377824e-17	1.5898793792843665e-15	3.2948341557767593e-17
56482.2300000014	3.596656608923475e-15	4.8300974555946135e-17	1.926179810115461e-15	1.451953838127096e-17	3.4520758387404284e-15	2.1393974871324396e-17	1.9201252364966324e-15	4.825124071589605e-16	4.206197546659453e-15	2.4830795740793564e-17	4.135722566355848e-15	3.180637265614778e-17	2.270714727107512e-15	1.4856404437253676e-17	3.7577577882914e-15	2.1064644777088418e-17	1.5868255614001277e-15	3.31196796302877e-17
56482.2800000014	3.565338881743851e-15	4.791585285550558e-17	1.9220281637210105e-15	1.459942445428961e-17	3.4416343321192266e-15	2.148559747552462e-17	1.8985850690034964e-15	4.85456398017925e-16	4.1875622398357585e-15	2.4931551768754623e-17	4.114632798073116e-15	3.2349471398523755e-17	2.2632394451948445e-15	1.4887737717662683e-17	3.745777486311843e-15	2.139349590583659e-17	1.5837448260846393e-15	3.3285351703718206e-17
56482.330000001406	3.5341993692695233e-15	4.752501456420255e-17	1.9178357797516843e-15	1.4677520343679248e-17	3.4311275659563785e-15	2.157578359750374e-17	1.8771233893174915e-15	4.881237058161164e-16	4.168883381271507e-15	2.503612974212172e-17	4.093521394066966e-15	3.289166697018234e-17	2.2557429205048656e-15	1.4930065966302024e-17	3.733727373366649e-15	2.172168529341387e-17	1.5806379530764652e-15	3.3444983069860204e-17
56482.38000000141	3.5032554647706735e-15	4.714938036945553e-17	1.9136033815951998e-15	1.4753737114734612e-17	3.420557166232589e-15	2.166412534290376e-17	1.8557418854051086e-15	4.905140915132884e-16	4.150165539467144e-15	2.5144110611173105e-17	4.072390523161958e-15	3.34319898403345e-17	2.248231638239545e-15	1.498614004372609e-17	3.721608913130991e-15	2.204880048480658e-17	1.577505721812549e-15	3.3598218168324426e-17
56482.43000000141	3.4725245668807133e-15	4.68126495105038e-17	1.9093316926361127e-15	1.4827991144988177e-17	3.409924758922429e-15	2.175023429355272e-17	1.834442247995276e-15	4.926273587439297e-16	4.131413282901681e-15	2.5255142273649465e-17	4.0512423543328835e-15	3.396952840445123e-17	2.2407120833148082e-15	1.505887863101089e-17	3.709423569304408e-15	2.23744530534491e-17	1.5743489114359235e-15	3.374472038042476e-17
56482.480000001415	3.4420240801617243e-15	4.654093862633092e-17	1.905021436236505e-15	1.490020404307009e-17	3.3992319699233817e-15	2.183374149719433e-17	1.813226170868116e-15	4.94463353172053e-16	4.112631179996775e-15	2.536893544777318e-17	4.030079056372833e-15	3.45034257739265e-17	2.2331907404450873e-15	1.5151318054813905e-17	3.697172805513548e-15	2.269827741327598e-17	1.5711683008039459e-15	3.388417180046732e-17
56482.53000000142	3.4117714156707976e-15	4.636220646181852e-17	1.900673335751714e-15	1.497030258700748e-17	3.388480425179773e-15	2.1914297332845987e-17	1.7920953511438433e-15	4.960219619510228e-16	4.0938237991724755e-15	2.5485259018503932e-17	4.008902798207957e-15	3.503287666541617e-17	2.225674094227509e-15	1.5266553295624196e-17	3.6848580854296776e-15	2.301992961417775e-17	1.5679646684957593e-15	3.4016272991264825e-17
