MJD,Mag,Mag_err,Flux,Flux_err,band,Instr,FilterSet
57988.999,18.74,0.04,2.51366044564e-17,9.26066731356e-19,VISTA_J,VIRCAM,GeneralFilters
57989,21.27,0.11,1.0157097665e-17,1.02905359355e-18,FORS2_R,FORS2,GeneralFilters
57989.02,23.81,0.25,2.34892256807e-18,5.40859408982e-19,FORS2_B,FORS2,GeneralFilters
57989.02,22.36,0.16,5.03683705926e-18,7.42255739423e-19,FORS2_V,FORS2,GeneralFilters
57989.23,19.31,0.43,2.39827666239e-17,9.49824607771e-18,GFC_y,GFC,GeneralFilters
57989.234,20.83,0.09,1.04915404563e-17,8.69675927659e-19,LRIS_I,LRIS,GeneralFilters
57989.699,18.51,0.05,1.8935350303e-17,8.72005106766e-19,SIRIUS_H,SIRIUS,GeneralFilters
57989.699,18.53,0.17,1.85897412103e-17,2.91070334756e-18,SIRIUS_H,SIRIUS,GeneralFilters
57989.699,18.95,0.32,2.05046951376e-17,6.04336708612e-18,SIRIUS_J,SIRIUS,GeneralFilters
57989.699,18.98,0.08,1.99458852695e-17,1.46966713882e-18,SIRIUS_J,SIRIUS,GeneralFilters
57989.699,17.95,0.04,1.79178110377e-17,6.60116553513e-19,SIRIUS_Ks,SIRIUS,GeneralFilters
57989.699,18.02,0.12,1.67990588763e-17,1.85670060215e-18,SIRIUS_Ks,SIRIUS,GeneralFilters
57989.966,18.79,0.14,1.48280452559e-17,1.91199881401e-18,FLAMINGOS-2_H,FLAMINGOS-2,GeneralFilters
57989.969,18.06,0.17,1.61284947721e-17,2.52533175115e-18,ANDICAM_K,ANDICAM,GeneralFilters
57989.973,19.44,0.05,2.00038924792e-17,9.2121329249e-19,DECam_Y,DECam,GeneralFilters
57989.979,17.95,0.04,1.80272834322e-17,6.64149665572e-19,VISTA_Ks,VIRCAM,GeneralFilters
57989.979,19.89,0.05,1.64695308084e-17,7.58449922563e-19,DECam_z,DECam,GeneralFilters
57989.982,20.54,0.05,1.29752814935e-17,5.97533794886e-19,DECam_i,DECam,GeneralFilters
57989.983,18.74,0.06,1.50266726857e-17,8.30404620561e-19,GROND_H,GROND,GeneralFilters
57989.983,19.26,0.28,1.72281104596e-17,4.44294931638e-18,GROND_J,GROND,GeneralFilters
57989.983,18.04,0.12,1.628206403e-17,1.7995602201e-18,GROND_K,GROND,GeneralFilters
57989.987,21.23,0.11,1.0630193957e-17,1.07698475021e-18,DECam_r,DECam,GeneralFilters
57989.989,19.07,0.08,1.85484067594e-17,1.3666971169e-18,VISTA_J,VIRCAM,GeneralFilters
57989.99,21.42,0.18,5.9257458459e-18,9.82406451575e-19,Swope_i,E2V4kx4kccd,GeneralFilters
57989.997,23.28,0.34,3.18227079395e-18,9.96533103714e-19,DECam_g,DECam,GeneralFilters
57989.999,19.24,0.07,2.29320851206e-17,1.4784861658e-18,VISTA_Y,VIRCAM,GeneralFilters
57990.039,20.91,0.03,9.48395454721e-18,2.62051348356e-19,GMOS_i,GMOS,GeneralFilters
57990.039,21.74,0.04,6.94956761967e-18,2.56031532861e-19,GMOS_r,GMOS,GeneralFilters
57990.229,20.21,0.04,1.20252404699e-17,4.43026231131e-19,HSC_z,HSC,GeneralFilters
57990.968,19.26,0.26,9.30813828325e-18,2.22900916727e-18,GROND_H,GROND,GeneralFilters
57990.968,19.64,0.11,1.21405300323e-17,1.23000255283e-18,GROND_J,GROND,GeneralFilters
57990.968,18.35,0.16,1.22379720868e-17,1.80345421412e-18,GROND_K,GROND,GeneralFilters
57990.972,20.28,0.03,1.18895319827e-17,3.28519909272e-19,VIMOS_z,VIMOS,GeneralFilters
57990.973,20.06,0.07,1.13009385017e-17,7.28598430863e-19,DECam_Y,DECam,GeneralFilters
57990.979,18.44,0.18,1.13656384787e-17,1.88426518081e-18,ANDICAM_K,ANDICAM,GeneralFilters
57990.979,18.25,0.03,1.36750929504e-17,3.77856782074e-19,VISTA_Ks,VIRCAM,GeneralFilters
57990.979,19.69,0.09,1.04786808023e-17,8.68609951543e-19,VISTA_J,VIRCAM,GeneralFilters
57990.98,19.22,0.18,9.97892831553e-18,1.65436787401e-18,FLAMINGOS-2_H,FLAMINGOS-2,GeneralFilters
57990.983,20.4,0.06,1.02963009243e-17,5.68994616509e-19,DECam_z,DECam,GeneralFilters
57990.988,20.72,0.06,1.09930141875e-17,6.07496414283e-19,DECam_i,DECam,GeneralFilters
57990.989,19.67,0.09,1.54327579661e-17,1.27926858371e-18,VISTA_Y,VIRCAM,GeneralFilters
57990.99,21.13,0.12,7.35943815623e-18,8.13395164385e-19,FORS2_I,FORS2,GeneralFilters
57990.997,21.95,0.18,5.47698042411e-18,9.08007370501e-19,DECam_r,DECam,GeneralFilters
57991,22.5,0.24,3.27167102989e-18,7.2319689049e-19,FORS2_R,FORS2,GeneralFilters
57991.01,23.15,0.26,2.43308847591e-18,5.82648898476e-19,FORS2_V,FORS2,GeneralFilters
57991.709,18.83,0.23,1.41017608078e-17,2.98728638832e-18,SIRIUS_H,SIRIUS,GeneralFilters
57991.709,18.9,0.09,1.32212751641e-17,1.09595199972e-18,SIRIUS_H,SIRIUS,GeneralFilters
57991.709,18.25,0.21,1.35920496468e-17,2.6289354756e-18,SIRIUS_Ks,SIRIUS,GeneralFilters
57991.709,18.34,0.06,1.25107962767e-17,6.91372152196e-19,SIRIUS_Ks,SIRIUS,GeneralFilters
57991.959,20.57,0.2,4.63153941469e-18,8.53161089111e-19,FLAMINGOS-2_J,FLAMINGOS-2,GeneralFilters
57991.959,18.5,0.08,1.08473056877e-17,7.99259020024e-19,FLAMINGOS-2_Ks,FLAMINGOS-2,GeneralFilters
57991.969,18.43,0.17,1.14708034368e-17,1.79605006788e-18,ANDICAM_K,ANDICAM,GeneralFilters
57991.969,19.66,0.14,6.43965834595e-18,8.30360233436e-19,GROND_H,GROND,GeneralFilters
57991.969,20.23,0.1,7.05078785261e-18,6.49401560131e-19,GROND_J,GROND,GeneralFilters
57991.969,18.46,0.2,1.10588370357e-17,2.03711306434e-18,GROND_K,GROND,GeneralFilters
57991.974,20.85,0.04,7.03339096927e-18,2.59119699185e-19,VIMOS_z,VIMOS,GeneralFilters
57991.974,20.78,0.11,5.82256722672e-18,5.89906085965e-19,DECam_Y,DECam,GeneralFilters
57991.979,18.49,0.05,1.09630220331e-17,5.04865822152e-19,VISTA_Ks,VIRCAM,GeneralFilters
57991.979,20.06,0.14,7.45257939183e-18,9.60971099871e-19,VISTA_J,VIRCAM,GeneralFilters
57991.989,20.09,0.14,1.04819852719e-17,1.35159712979e-18,VISTA_Y,VIRCAM,GeneralFilters
57991.994,21.19,0.07,4.97371878992e-18,3.20667500787e-19,DECam_z,DECam,GeneralFilters
57992,21.37,0.06,6.04111062291e-18,3.33844110371e-19,DECam_i,DECam,GeneralFilters
57992.959,18.77,0.07,8.45905559336e-18,5.45375468682e-19,FLAMINGOS-2_Ks,FLAMINGOS-2,GeneralFilters
57992.969,19.63,0.08,6.84043787291e-18,5.04022088823e-19,FLAMINGOS-2_H,FLAMINGOS-2,GeneralFilters
57992.969,21.33,0.3,2.29998690983e-18,6.35509868719e-19,FLAMINGOS-2_J,FLAMINGOS-2,GeneralFilters
57992.969,18.91,0.19,7.37214447657e-18,1.29009923811e-18,ANDICAM_K,ANDICAM,GeneralFilters
57992.975,21.67,0.21,2.56516030983e-18,4.96145990806e-19,DECam_Y,DECam,GeneralFilters
57992.978,18.43,0.25,1.15696941724e-17,2.66402053318e-18,FLAMINGOS-2_Ks,FLAMINGOS-2,GeneralFilters
57992.979,18.74,0.06,8.7082379388e-18,4.81235012739e-19,VISTA_Ks,VIRCAM,GeneralFilters
57992.981,20.04,0.15,4.68903962566e-18,6.47814764551e-19,FLAMINGOS-2_H,FLAMINGOS-2,GeneralFilters
57992.987,22.06,0.13,2.2319333778e-18,2.67239259262e-19,DECam_z,DECam,GeneralFilters
57992.989,20.94,0.35,3.3136498209e-18,1.06819449534e-18,VISTA_J,VIRCAM,GeneralFilters
57992.99,22.05,0.29,3.15387633281e-18,8.42399960972e-19,FORS2_I,FORS2,GeneralFilters
57993,22.38,0.1,2.38296019785e-18,2.19478745151e-19,DECam_i,DECam,GeneralFilters
57993.01,23.38,0.28,1.45468723676e-18,3.7514860839e-19,FORS2_R,FORS2,GeneralFilters
57993.01,23.76,0.28,1.38726012026e-18,3.57759860979e-19,FORS2_V,FORS2,GeneralFilters
57993.016,20.17,0.34,4.02589854869e-18,1.26071646184e-18,GROND_H,GROND,GeneralFilters
57993.016,18.71,0.22,8.78434650066e-18,1.77995006676e-18,GROND_K,GROND,GeneralFilters
57993.699,19.53,0.21,7.40070927457e-18,1.43142407967e-18,SIRIUS_H,SIRIUS,GeneralFilters
57993.699,18.64,0.12,9.49040950125e-18,1.04891882131e-18,SIRIUS_Ks,SIRIUS,GeneralFilters
57993.989,20.24,0.18,3.90017328189e-18,6.46594621846e-19,FLAMINGOS-2_H,FLAMINGOS-2,GeneralFilters
57993.989,20.35,0.12,5.67185819477e-18,6.26876934184e-19,FLAMINGOS-2_J,FLAMINGOS-2,GeneralFilters
57993.989,21.16,0.4,2.70586802861e-18,9.96878621804e-19,VISTA_J,VIRCAM,GeneralFilters
57993.997,19.64,0.14,6.74298016325e-18,8.6947199395e-19,SOFI_H,SOFI,GeneralFilters
57994,23,0.31,1.3147544824e-18,3.75389424943e-19,FORS2_I,FORS2,GeneralFilters
57994.962,19.36,0.09,4.91468476159e-18,4.07393275277e-19,FourStar_Ks,FourStar,GeneralFilters
57994.985,19.32,0.09,4.98456984716e-18,4.13186264102e-19,SOFI_Ks,SOFI,GeneralFilters
57994.989,19.34,0.08,5.01106789382e-18,3.69229127433e-19,VISTA_Ks,VIRCAM,GeneralFilters
57995.969,22.3,0.28,1.8499703141e-18,4.77087975584e-19,VIMOS_z,VIMOS,GeneralFilters
57995.978,19.52,0.09,4.24126751829e-18,3.51571657069e-19,FourStar_Ks,FourStar,GeneralFilters
57995.99,19.43,0.09,4.50430391912e-18,3.73375550105e-19,SOFI_Ks,SOFI,GeneralFilters
57996.989,20.02,0.13,2.67873829856e-18,3.20737189463e-19,VISTA_Ks,VIRCAM,GeneralFilters
57996.999,21.63,0.36,1.08413634182e-18,3.59469529842e-19,FLAMINGOS-2_H,FLAMINGOS-2,GeneralFilters
57997.799,19.97,0.05,2.80919977952e-18,1.29368430711e-19,MOIRCS_Ks,MOIRCS,GeneralFilters
57997.97,20.23,0.1,2.20544212974e-18,2.03128726856e-19,FourStar_Ks,FourStar,GeneralFilters
57999.979,20.77,0.13,1.33732355944e-18,1.60123667209e-19,HAWKI_Ks,HAWKI,GeneralFilters
57999.989,20.61,0.09,1.55353799457e-18,1.28777523397e-19,FLAMINGOS-2_Ks,FLAMINGOS-2,GeneralFilters
58000.96,20.81,0.13,1.29269380187e-18,1.54779948855e-19,FourStar_Ks,FourStar,GeneralFilters
58000.99,20.93,0.17,1.15743248284e-18,1.81225901117e-19,FourStar_Ks,FourStar,GeneralFilters
58001.992,23.37,0.48,6.90501711653e-19,3.05268278004e-19,VIMOS_z,VIMOS,GeneralFilters
58003.969,21.46,0.08,7.08331402091e-19,5.21917864754e-20,HAWKI_Ks,HAWKI,GeneralFilters
58007.969,22.06,0.22,4.07602177633e-19,8.2591405432e-20,HAWKI_Ks,HAWKI,GeneralFilters
